element_type,ep_next,ep_this,event_points,form,id,now_cost,points_per_game,selected_by_percent,status,team,team_code,total_points,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,creativity_rank,threat_rank,ict_index_rank,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,starts_per_90,clean_sheets_per_90,position,goal_involvements,money_value,performance
MID,2.8,1.8,2,2.8,239,5.1,4.0,3.7,a,Fulham,54,28,0.5,5.5,Adama,556,1,2,2,7,0,0,0,2,0,0,3,115,129.8,154.7,167.0,45.2,7,2.45,1.45,3.9,6.56,88,32,29,29,0.4,0.0,0.23,0.63,1.06,1.13,1.13,0.32,Midfielder,3.0,5.490196078431373,-0.8999999999999999
MID,4.5,3.5,8,4.5,240,5.3,3.3,1.7,a,Fulham,54,23,0.8,4.3,Andreas,544,1,1,2,6,0,0,0,2,0,0,1,106,94.0,332.0,83.0,50.9,7,0.97,1.50,2.47,5.43,148,3,87,21,0.16,0.0,0.25,0.41,0.9,0.99,1.16,0.33,Midfielder,2.0,4.339622641509434,-0.4700000000000002
DEF,2.5,1.5,0,2.5,241,4.5,2.1,0.4,a,Fulham,54,15,0.6,3.3,Bassey,630,0,0,1,8,0,0,0,2,0,0,0,78,121.4,7.5,15.0,14.3,7,0.19,0.06,0.25,8.16,101,320,233,211,0.03,0.0,0.01,0.04,1.17,1.14,1.0,0.14,Defender,0.0,3.3333333333333335,-0.25
GKP,0.0,-1.0,0,0.0,242,4.0,0.0,0.5,a,Fulham,54,0,0.0,0.0,Benda,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,456,439,396,460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
MID,0.5,-0.5,1,0.5,243,4.8,0.6,0.0,a,Fulham,54,3,0.1,0.6,Cairney,92,0,0,0,3,0,0,0,2,0,0,0,25,19.2,33.8,4.0,5.9,0,0.00,0.20,0.2,1.86,317,210,321,304,0.0,0.0,0.2,0.2,1.82,2.93,0.0,0.0,Midfielder,0.0,0.625,-0.2
DEF,0.2,-0.8,1,0.2,244,4.2,1.0,1.1,a,Fulham,54,1,0.0,0.2,Castagne,13,0,0,0,1,0,0,0,0,0,0,0,-2,8.8,0.7,0.0,1.0,0,0.00,0.00,0.0,0.23,369,375,441,399,0.0,0.0,0.0,0.0,1.59,6.92,0.0,0.0,Defender,0.0,0.23809523809523808,0.0
DEF,0.5,-0.5,0,0.5,245,4.5,1.6,0.2,a,Fulham,54,8,0.1,1.8,Diop,278,0,0,0,3,0,0,0,0,0,0,0,30,56.8,12.3,13.0,8.2,3,0.17,0.02,0.19,3.81,218,294,251,274,0.06,0.0,0.01,0.07,1.23,0.97,0.97,0.0,Defender,0.0,1.7777777777777777,-0.19
MID,3.8,2.8,2,3.8,247,5.5,3.9,1.1,a,Fulham,54,27,0.7,4.9,Iwobi,587,1,1,2,6,0,0,0,0,0,0,3,128,140.8,193.1,145.0,47.8,7,0.75,1.54,2.29,7.50,71,19,38,25,0.11,0.0,0.24,0.35,1.15,0.92,1.07,0.31,Midfielder,2.0,4.909090909090909,-0.29000000000000004
GKP,2.8,1.8,2,2.8,248,5.0,2.9,2.3,a,Fulham,54,20,0.6,4.0,Leno,630,0,0,1,8,0,0,0,2,0,21,0,86,164.0,0.0,0.0,16.4,7,0.00,0.00,0.0,8.16,42,622,617,188,0.0,3.0,0.0,0.0,1.17,1.14,1.0,0.14,Goalkeeper,0.0,4.0,0.0
MID,1.5,0.5,2,1.5,249,4.9,1.6,0.1,a,Fulham,54,11,0.3,2.2,Lukić,548,0,0,2,6,0,0,0,4,0,0,0,68,65.2,61.5,2.0,12.9,7,0.00,0.20,0.2,5.49,198,130,345,228,0.0,0.0,0.03,0.03,0.9,0.99,1.15,0.33,Midfielder,0.0,2.2448979591836733,-0.2
FWD,3.0,2.0,6,3.0,251,5.8,2.6,2.9,a,Fulham,54,18,0.5,3.1,Muniz,287,1,1,1,4,0,0,0,0,0,0,1,72,70.2,53.0,160.0,28.3,3,1.41,0.03,1.44,3.40,189,153,32,81,0.44,0.0,0.01,0.45,1.07,1.25,0.94,0.31,Forward,2.0,3.103448275862069,0.56
FWD,7.2,6.2,5,7.2,252,5.6,4.6,5.6,a,Fulham,54,32,1.3,5.7,Raúl,336,3,1,2,4,0,0,0,0,0,0,6,126,140.0,64.8,206.0,41.3,4,2.15,0.87,3.02,4.76,73,124,17,34,0.58,0.0,0.23,0.81,1.28,1.07,1.07,0.54,Forward,4.0,5.714285714285714,0.98
MID,0.2,-0.8,0,0.2,254,4.8,0.7,0.0,a,Fulham,54,4,0.0,0.8,Reed,42,0,0,0,1,0,0,0,2,0,0,0,19,8.6,16.5,6.0,3.1,0,0.00,0.09,0.09,2.49,370,272,304,348,0.0,0.0,0.19,0.19,5.34,2.14,0.0,0.0,Midfielder,0.0,0.8333333333333334,-0.09
DEF,3.0,2.0,1,3.0,255,4.7,3.6,15.2,a,Fulham,54,25,0.6,5.3,Robinson,630,0,2,1,8,0,0,0,1,0,0,3,104,177.4,115.3,21.0,31.5,7,0.11,0.62,0.73,8.16,30,51,214,68,0.02,0.0,0.09,0.11,1.17,1.14,1.0,0.14,Defender,2.0,5.319148936170213,1.27
DEF,2.2,1.2,1,2.2,257,4.5,2.1,0.4,a,Fulham,54,15,0.5,3.3,Tete,616,0,0,1,7,0,0,0,2,0,0,0,52,85.4,39.8,72.0,19.8,7,0.72,0.09,0.81,7.93,161,189,94,152,0.11,0.0,0.01,0.12,1.16,1.02,1.02,0.15,Defender,0.0,3.3333333333333335,-0.81
FWD,0.0,0.0,0,0.0,258,5.0,0.0,0.3,d,Fulham,54,0,0.0,0.0,Vinicius,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,631,630,626,634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,0.0,0.0,0.0
MID,0.0,-1.0,0,0.0,259,5.3,0.7,0.1,a,Fulham,54,2,0.0,0.4,Wilson,36,0,0,0,1,0,0,0,1,0,0,0,7,0.2,5.2,12.0,1.6,0,0.00,0.02,0.02,1.23,419,331,259,390,0.0,0.0,0.05,0.05,3.08,2.5,0.0,0.0,Midfielder,0.0,0.37735849056603776,-0.02
DEF,0.0,-1.0,0,0.0,579,4.3,0.0,0.1,a,Fulham,54,0,0.0,0.0,Sessegnon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,499,483,446,503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
MID,0.0,-1.0,0,0.0,604,4.5,0.0,0.1,a,Fulham,54,0,0.0,0.0,King,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,599,596,577,603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0
MID,0.0,-1.0,0,0.0,605,4.5,0.0,0.0,a,Fulham,54,0,0.0,0.0,Godo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,595,592,573,599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0
MID,1.2,0.2,2,1.2,622,5.0,1.2,0.0,a,Fulham,54,6,0.2,1.2,Berge,172,0,0,0,4,0,0,0,0,0,0,0,25,36.6,46.6,4.0,8.6,1,0.00,0.03,0.03,3.35,278,170,324,271,0.0,0.0,0.02,0.02,1.75,2.09,0.52,0.0,Midfielder,0.0,1.2,-0.03
FWD,-0.4,-0.4,0,0.0,260,4.9,0.3,0.3,d,Ipswich,40,1,0.0,0.2,Al-Hamadi,32,0,0,0,1,0,0,0,2,0,0,0,0,4.0,11.5,4.0,2.0,0,0.00,0.02,0.02,0.66,393,300,323,375,0.0,0.0,0.06,0.06,1.86,2.81,0.0,0.0,Forward,0.0,0.2040816326530612,-0.02
MID,-0.5,-0.5,0,0.0,262,4.9,0.0,0.0,a,Ipswich,40,0,0.0,0.0,Broadhead,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,614,610,602,617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0
DEF,-0.5,-0.5,0,0.0,263,3.9,0.0,0.8,a,Ipswich,40,0,0.0,0.0,Burgess,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,422,403,359,426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
MID,1.0,1.0,2,1.5,264,4.9,1.2,0.0,a,Ipswich,40,6,0.3,1.2,Burns,280,0,0,0,5,0,0,0,1,0,0,0,34,18.2,48.9,17.0,8.0,4,0.17,0.47,0.64,7.58,320,165,227,277,0.05,0.0,0.15,0.2,2.44,1.61,1.29,0.0,Midfielder,0.0,1.2244897959183672,-0.64
MID,0.3,0.3,1,0.8,265,5.2,1.2,0.1,a,Ipswich,40,7,0.2,1.3,Chaplin,96,0,0,0,1,0,0,0,0,0,0,0,31,10.2,20.1,2.0,3.3,1,0.00,0.04,0.04,2.15,357,253,349,344,0.0,0.0,0.04,0.04,2.02,0.94,0.94,0.0,Midfielder,0.0,1.346153846153846,-0.04
DEF,-0.5,-0.5,0,0.0,266,4.0,0.0,0.0,a,Ipswich,40,0,0.0,0.0,H.Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,451,434,391,455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
DEF,2.0,2.0,0,2.5,267,4.5,2.6,2.3,a,Ipswich,40,18,0.6,4.0,Davis,630,0,1,1,14,0,0,0,0,0,0,3,83,123.0,232.1,36.0,39.2,7,0.30,1.36,1.66,15.70,97,12,170,40,0.04,0.0,0.19,0.23,2.24,2.0,1.0,0.14,Defender,1.0,4.0,-0.6599999999999999
FWD,4.5,4.5,6,5.0,268,5.6,4.4,4.8,a,Ipswich,40,31,0.9,5.5,Delap,537,4,0,0,13,0,0,0,2,0,0,4,125,155.6,60.6,151.0,36.6,7,1.16,0.07,1.23,14.15,48,136,34,52,0.19,0.0,0.01,0.2,2.37,2.18,1.17,0.0,Forward,4.0,5.5357142857142865,2.77
DEF,1.5,1.5,0,2.0,270,4.1,1.6,5.8,a,Ipswich,40,11,0.5,2.7,Greaves,630,0,0,1,14,0,0,0,1,0,0,0,53,154.8,4.7,55.0,21.5,7,0.42,0.01,0.43,15.70,50,333,126,135,0.06,0.0,0.0,0.06,2.24,2.0,1.0,0.14,Defender,0.0,2.682926829268293,-0.43
FWD,0.5,0.5,1,1.0,272,5.4,1.0,0.0,a,Ipswich,40,4,0.2,0.7,Hirst,56,0,0,0,0,0,0,0,0,0,0,0,10,4.4,11.6,41.0,5.8,0,0.50,0.01,0.51,0.89,390,299,162,305,0.8,0.0,0.02,0.82,1.43,0.0,0.0,0.0,Forward,0.0,0.7407407407407407,-0.51
MID,2.3,2.3,2,2.8,274,5.3,2.3,0.4,a,Ipswich,40,16,0.5,3.0,Hutchinson,614,0,1,1,14,0,0,0,3,0,0,1,72,69.8,72.1,72.0,21.5,7,0.41,0.29,0.7,15.37,191,114,95,136,0.06,0.0,0.04,0.1,2.25,2.05,1.03,0.15,Midfielder,1.0,3.018867924528302,0.30000000000000004
DEF,-0.3,-0.3,0,0.2,275,4.0,1.0,2.8,a,Ipswich,40,4,0.0,1.0,Johnson,221,0,1,0,10,0,0,0,0,0,0,0,7,59.4,20.6,0.0,8.0,2,0.00,0.22,0.22,9.43,211,251,388,276,0.0,0.0,0.09,0.09,3.84,4.07,0.81,0.0,Defender,1.0,1.0,0.78
MID,0.0,0.0,0,0.5,277,4.5,1.5,0.5,d,Ipswich,40,6,0.1,1.3,Luongo,142,0,0,0,4,0,0,0,0,0,0,0,22,25.0,4.3,0.0,3.0,2,0.00,0.00,0.0,4.90,302,336,502,350,0.0,0.0,0.0,0.0,3.11,2.54,1.27,0.0,Midfielder,0.0,1.3333333333333333,0.0
MID,3.0,3.0,2,3.5,278,4.9,2.6,0.3,a,Ipswich,40,18,0.7,3.7,Morsy,623,1,0,1,14,0,0,0,4,0,0,2,98,123.2,73.7,16.0,21.3,7,0.22,0.52,0.74,15.45,96,110,231,143,0.03,0.0,0.08,0.11,2.23,2.02,1.01,0.14,Midfielder,1.0,3.6734693877551017,0.26
GKP,-0.5,-0.5,0,0.0,280,4.0,0.0,0.8,a,Ipswich,40,0,0.0,0.0,Slicker,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,457,441,398,461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
MID,0.0,0.0,1,0.5,281,4.8,0.8,0.0,a,Ipswich,40,4,0.1,0.8,Taylor,109,0,0,0,2,0,0,0,1,0,0,0,13,16.0,7.3,10.0,3.2,0,0.09,0.04,0.13,2.07,336,321,268,346,0.07,0.0,0.03,0.1,1.71,1.65,0.0,0.0,Midfielder,0.0,0.8333333333333334,-0.13
DEF,1.1,1.1,0,2.0,282,4.0,1.8,3.6,d,Ipswich,40,11,0.5,2.8,Tuanzebe,512,0,0,1,10,0,0,0,1,0,0,0,46,102.0,43.0,19.0,16.4,6,0.18,0.04,0.22,11.22,131,178,220,187,0.03,0.0,0.01,0.04,1.97,1.76,1.05,0.18,Defender,0.0,2.75,-0.22
GKP,-0.5,-0.5,0,0.0,283,4.4,2.0,0.2,a,Ipswich,40,2,0.0,0.5,Walton,90,0,0,0,2,0,0,0,0,0,3,0,9,28.2,0.0,0.0,2.8,1,0.00,0.00,0.0,2.65,294,497,463,355,0.0,3.0,0.0,0.0,2.65,2.0,1.0,0.0,Goalkeeper,0.0,0.45454545454545453,0.0
DEF,-0.5,-0.5,0,0.0,284,4.0,0.7,1.9,a,Ipswich,40,2,0.0,0.5,Woolfenden,270,0,0,0,7,0,0,0,1,0,0,0,16,58.2,1.3,6.0,6.6,3,0.03,0.00,0.03,6.94,214,364,298,295,0.01,0.0,0.0,0.01,2.31,2.33,1.0,0.0,Defender,0.0,0.5,-0.03
MID,1.0,1.0,2,1.5,359,4.9,2.0,0.1,a,Ipswich,40,8,0.3,1.6,Phillips,300,0,0,1,7,0,0,0,1,0,0,0,44,40.8,24.1,8.0,7.3,4,0.05,0.08,0.13,6.82,262,243,287,288,0.02,0.0,0.02,0.04,2.05,2.1,1.2,0.3,Midfielder,0.0,1.6326530612244896,-0.13
GKP,3.5,3.5,2,4.0,568,4.4,3.2,1.1,a,Ipswich,40,19,0.9,4.3,Muric,540,0,0,1,12,0,0,0,0,0,21,3,52,152.4,0.0,0.0,15.3,6,0.00,0.00,0.0,13.05,51,511,482,198,0.0,3.5,0.0,0.0,2.18,2.0,1.0,0.17,Goalkeeper,0.0,4.3181818181818175,0.0
DEF,-0.5,-0.5,0,0.0,583,4.0,0.0,0.4,a,Ipswich,40,0,0.0,0.0,Townsend,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,429,412,368,433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
MID,0.7,0.7,1,1.2,611,5.9,2.0,0.3,a,Ipswich,40,14,0.2,2.4,Szmodics,303,1,0,0,5,0,0,0,1,0,0,0,36,40.8,16.8,47.0,10.3,4,1.08,0.05,1.13,8.18,263,269,140,254,0.32,0.0,0.01,0.33,2.43,1.49,1.19,0.0,Midfielder,1.0,2.3728813559322033,-0.1299999999999999
MID,0.0,0.0,0,0.5,619,4.5,1.5,0.0,d,Ipswich,40,3,0.1,0.7,Cajuste,80,0,0,0,1,0,0,0,0,0,0,0,11,8.4,25.0,1.0,3.4,1,0.02,0.02,0.04,2.18,371,239,356,341,0.02,0.0,0.02,0.04,2.45,1.12,1.12,0.0,Midfielder,0.0,0.6666666666666666,-0.04
DEF,1.7,1.7,0,2.2,630,4.0,2.2,0.8,a,Ipswich,40,9,0.6,2.2,O'Shea,360,0,0,1,7,0,0,0,1,0,0,1,45,107.2,2.0,42.0,15.2,4,0.21,0.01,0.22,8.76,122,355,154,199,0.05,0.0,0.0,0.05,2.19,1.75,1.0,0.25,Defender,0.0,2.25,-0.22
MID,1.5,1.5,1,2.0,631,5.5,1.8,0.0,a,Ipswich,40,9,0.4,1.6,J.Clarke,231,0,1,0,6,0,0,0,1,0,0,0,35,42.6,62.6,34.0,13.7,2,0.25,0.35,0.6,5.31,255,127,179,218,0.1,0.0,0.14,0.24,2.07,2.34,0.78,0.0,Midfielder,1.0,1.6363636363636365,0.4
MID,0.5,0.5,1,1.0,632,5.0,1.5,0.0,a,Ipswich,40,6,0.2,1.2,Ogbene,203,0,0,0,3,0,0,0,0,0,0,0,27,22.8,29.4,12.0,6.4,2,0.00,0.05,0.05,2.23,305,222,257,298,0.0,0.0,0.02,0.02,0.99,1.33,0.89,0.0,Midfielder,0.0,1.2,-0.05
MID,3.8,3.3,11,3.8,117,5.0,4.7,0.6,a,Leicester,13,28,0.8,5.6,Buonanotte,369,2,2,1,5,0,0,0,2,0,0,3,104,148.0,98.3,78.0,32.4,4,0.69,0.60,1.29,8.11,57,72,90,64,0.17,0.0,0.15,0.32,1.98,1.22,0.98,0.24,Midfielder,4.0,5.6,2.71
MID,1.5,1.0,2,1.5,192,5.2,1.3,0.2,a,Leicester,13,9,0.3,1.7,J.Ayew,377,0,0,1,8,0,0,0,3,0,0,0,37,22.6,60.3,49.0,13.2,4,0.78,0.12,0.9,8.13,306,137,137,225,0.19,0.0,0.03,0.22,1.94,1.91,0.95,0.24,Midfielder,0.0,1.7307692307692306,-0.9
FWD,0.8,0.3,1,0.8,198,5.3,1.2,0.3,a,Leicester,13,6,0.2,1.1,Edouard,139,0,0,0,3,0,0,0,0,0,0,0,9,3.0,25.0,50.0,7.8,1,0.39,0.07,0.46,3.68,403,240,135,283,0.25,0.0,0.05,0.3,2.38,1.94,0.65,0.0,Forward,0.0,1.1320754716981132,-0.46
MID,0.0,-0.5,0,0.0,285,4.5,0.5,0.2,a,Leicester,13,1,0.0,0.2,B.Soumaré,13,0,0,0,0,0,0,0,1,0,0,0,3,0.2,0.6,0.0,0.1,0,0.00,0.00,0.0,0.75,416,378,513,423,0.0,0.0,0.0,0.0,5.19,0.0,0.0,0.0,Midfielder,0.0,0.2222222222222222,0.0
DEF,0.0,-0.5,0,0.0,288,4.0,0.0,0.3,a,Leicester,13,0,0.0,0.0,Coady,7,0,0,0,1,0,0,0,1,0,0,0,-6,2.0,0.0,0.0,0.2,0,0.00,0.00,0.0,0.99,408,410,366,419,0.0,0.0,0.0,0.0,12.73,12.86,0.0,0.0,Defender,0.0,0.0,0.0
MID,0.5,0.0,1,0.5,290,5.3,1.4,0.1,a,Leicester,13,7,0.1,1.3,De Cordova-Reid,157,0,0,0,4,0,0,0,0,0,0,0,18,9.0,3.6,11.0,2.3,2,0.08,0.04,0.12,4.03,366,342,264,366,0.05,0.0,0.02,0.07,2.31,2.29,1.15,0.0,Midfielder,0.0,1.3207547169811322,-0.12
DEF,2.2,1.7,6,2.2,291,4.1,2.6,13.6,a,Leicester,13,18,0.5,4.4,Faes,630,1,0,1,12,0,0,0,1,0,0,0,71,212.4,13.9,52.0,27.8,7,0.39,0.07,0.46,14.97,14,288,131,87,0.06,0.0,0.01,0.07,2.14,1.71,1.0,0.14,Defender,1.0,4.390243902439025,0.54
MID,0.0,-0.5,0,0.0,292,4.4,0.0,0.2,a,Leicester,13,0,0.0,0.0,Golding,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,530,522,494,534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0
GKP,3.5,3.0,6,3.5,293,4.5,3.0,0.8,a,Leicester,13,21,0.8,4.7,Hermansen,630,0,0,1,12,0,0,0,0,0,33,0,98,272.0,0.2,0.0,27.3,7,0.00,0.00,0.0,14.97,6,394,534,89,0.0,4.71,0.0,0.0,2.14,1.71,1.0,0.14,Goalkeeper,0.0,4.666666666666667,0.0
GKP,0.0,-0.5,0,0.0,294,4.0,0.0,0.7,a,Leicester,13,0,0.0,0.0,Iversen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,444,427,383,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
DEF,6.2,5.7,10,6.2,295,4.6,4.1,2.5,a,Leicester,13,29,1.3,6.3,Justin,630,2,1,1,12,0,0,0,1,0,0,2,110,188.6,40.3,51.0,28.0,7,0.34,0.08,0.42,14.97,24,185,133,83,0.05,0.0,0.01,0.06,2.14,1.71,1.0,0.14,Defender,3.0,6.304347826086957,2.58
DEF,2.2,1.7,6,2.2,296,4.5,1.7,0.1,a,Leicester,13,12,0.5,2.7,Kristiansen,624,0,0,1,12,0,0,0,1,0,0,0,66,143.0,102.3,0.0,24.5,7,0.00,0.35,0.35,14.97,66,66,537,110,0.0,0.0,0.05,0.05,2.16,1.73,1.01,0.14,Defender,0.0,2.6666666666666665,-0.35
MID,5.5,5.0,3,5.5,298,5.3,3.6,1.2,a,Leicester,13,25,1.0,4.7,Mavididi,384,2,0,1,4,0,0,0,0,0,0,3,77,106.0,65.5,88.0,25.9,4,0.70,1.10,1.8,8.11,125,123,82,97,0.16,0.0,0.26,0.42,1.9,0.94,0.94,0.23,Midfielder,2.0,4.716981132075472,0.19999999999999996
MID,0.0,-0.5,0,0.0,299,4.8,1.0,0.0,a,Leicester,13,3,0.0,0.6,McAteer,10,0,0,0,0,0,0,0,0,0,0,0,6,5.2,0.5,6.0,1.1,0,0.02,0.00,0.02,0.20,386,382,306,397,0.18,0.0,0.0,0.18,1.8,0.0,0.0,0.0,Midfielder,0.0,0.625,-0.02
MID,3.5,3.0,2,3.5,300,5.0,3.3,0.7,a,Leicester,13,23,0.7,4.6,Ndidi,613,0,4,1,10,1,0,0,3,0,0,1,131,193.0,104.0,88.0,38.5,7,0.24,0.89,1.13,13.03,20,63,81,43,0.04,0.0,0.13,0.17,1.91,1.47,1.03,0.15,Midfielder,4.0,4.6,2.87
DEF,2.8,2.3,7,2.8,301,4.0,2.2,0.5,a,Leicester,13,11,0.7,2.8,Okoli,450,0,0,1,8,0,0,0,1,0,0,1,54,131.8,2.3,26.0,16.0,5,0.14,0.01,0.15,11.05,82,352,200,192,0.03,0.0,0.0,0.03,2.21,1.6,1.0,0.2,Defender,0.0,2.75,-0.15
DEF,0.0,-0.5,0,0.0,302,4.3,0.0,0.1,a,Leicester,13,0,0.0,0.0,Ricardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,498,482,445,502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
DEF,0.0,-0.5,0,0.0,305,4.0,0.0,0.5,a,Leicester,13,0,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,452,435,392,456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
FWD,3.2,2.7,2,3.2,306,5.7,3.4,11.6,a,Leicester,13,24,0.6,4.2,Vardy,573,2,0,1,12,0,0,0,2,0,0,4,83,87.2,42.0,98.0,22.5,7,1.90,0.09,1.99,14.02,159,181,69,128,0.3,0.0,0.01,0.31,2.2,1.88,1.1,0.16,Forward,2.0,4.2105263157894735,0.010000000000000009
DEF,0.0,-0.5,0,0.0,307,4.0,1.0,2.3,a,Leicester,13,2,0.0,0.5,Vestergaard,180,0,0,0,3,0,0,0,1,0,0,0,7,37.8,0.6,7.0,4.5,2,0.01,0.00,0.01,3.01,274,377,290,324,0.0,0.0,0.0,0.0,1.5,1.5,1.0,0.0,Defender,0.0,0.5,-0.01
GKP,0.0,-0.5,0,0.0,308,4.0,0.0,2.3,a,Leicester,13,0,0.0,0.0,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,428,411,367,432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
MID,1.5,1.0,0,1.5,309,4.5,1.8,13.6,a,Leicester,13,11,0.3,2.4,Winks,540,0,0,0,12,0,0,0,1,0,0,0,79,82.8,103.9,1.0,18.9,6,0.02,0.44,0.46,12.81,167,64,355,159,0.0,0.0,0.07,0.07,2.14,2.0,1.0,0.0,Midfielder,0.0,2.4444444444444446,-0.46
MID,1.5,1.0,3,1.5,501,4.9,1.6,0.0,a,Leicester,13,8,0.3,1.6,Skipp,356,0,0,1,6,0,0,0,2,0,0,0,40,46.8,45.8,9.0,10.1,4,0.05,0.20,0.25,9.89,240,172,278,256,0.01,0.0,0.05,0.06,2.5,1.52,1.01,0.25,Midfielder,0.0,1.6326530612244896,-0.25
MID,1.0,0.5,1,1.0,570,5.4,2.3,0.4,a,Leicester,13,16,0.2,3.0,A.Fatawu,275,0,1,0,7,0,0,0,0,0,0,3,68,67.4,39.3,44.0,15.1,3,0.15,0.61,0.76,7.12,196,190,148,201,0.05,0.0,0.2,0.25,2.33,2.29,0.98,0.0,Midfielder,1.0,2.962962962962963,0.24
MID,0.0,-0.5,0,0.0,606,4.5,0.0,0.1,a,Leicester,13,0,0.0,0.0,Alves,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,586,583,564,590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0
MID,0.5,0.0,0,0.5,635,4.9,1.0,0.0,a,Leicester,13,3,0.1,0.6,El Khannouss,78,0,0,0,3,0,0,0,0,0,0,0,16,7.4,26.2,2.0,3.6,1,0.03,0.04,0.07,1.89,377,236,347,338,0.03,0.0,0.05,0.08,2.18,3.46,1.15,0.0,Midfielder,0.0,0.6122448979591836,-0.07
GKP,1.0,4.0,10,3.5,310,5.5,5.8,8.6,d,Liverpool,14,35,0.6,6.4,A.Becker,528,0,0,4,2,0,0,0,0,0,15,5,131,126.8,0.0,0.0,12.6,6,0.00,0.00,0.0,3.74,91,654,651,233,0.0,2.56,0.0,0.0,0.64,0.34,1.02,0.68,Goalkeeper,0.0,6.363636363636363,0.0
DEF,5.7,5.7,8,5.2,311,7.1,5.9,31.0,a,Liverpool,14,41,0.7,5.8,Alexander-Arnold,582,0,1,5,2,0,0,0,2,0,0,6,153,122.2,238.5,45.0,40.5,7,0.33,2.58,2.91,4.39,99,11,145,36,0.05,0.0,0.4,0.45,0.68,0.31,1.08,0.77,Defender,1.0,5.774647887323944,-1.9100000000000001
