,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
456,True,True,100.0,100.0,211975,0,0,-2,2,0,2,2.2,2.2,0,Manuel,2.2,340,False,,2024-12-05T00:30:08.316605Z,53,211975.jpg,2.2,False,Akanji,2.7,False,,a,13,43,44,417227,879,666970,1567,0.4,8.3,Akanji,207.0,2022-09-01,False,p211975,1707,0,0,4,27,0,0,0,3,0,0,1,225,292.0,231.7,56.0,58.1,20,0.70,1.09,1.79,26.82,0,0,0,0,0,0,0,161,61,120,25,270,82,173,51,,,,,,,0.04,0.0,0.06,0.1,1.41,1.42,150,18,168,49,251,79,114,44,1.05,0.21
457,True,True,0.0,0.0,126184,0,0,-2,2,0,2,0.0,0.0,0,Nathan,1.4,341,False,Knock - Unknown return date,2025-01-20T00:30:08.329572Z,53,126184.jpg,2.7,False,Aké,0.8,False,,i,13,43,24,68449,19,267935,999,0.3,4.5,Aké,152.0,2020-08-05,False,p126184,601,0,0,3,9,0,0,0,0,0,0,0,115,91.4,20.9,18.0,13.1,7,0.22,0.15,0.37,12.89,0,0,0,0,0,0,0,349,123,371,127,359,119,373,124,,,,,,,0.03,0.0,0.02,0.05,1.93,1.35,146,17,242,69,162,49,220,84,1.05,0.45
458,True,True,,,165809,0,0,-3,3,0,3,1.4,1.4,2,Bernardo,1.4,342,False,,,62,165809.jpg,3.1,False,Veiga de Carvalho e Silva,2.9,False,,a,13,43,72,921094,902,1162638,2414,0.2,11.6,Bernardo,173.0,2017-07-01,False,p165809,1914,2,4,4,34,0,0,0,5,0,0,7,393,395.8,568.1,449.0,141.3,21,2.82,3.27,6.09,31.65,0,0,0,0,0,0,0,96,34,20,17,40,23,24,17,4.0,,,,,,0.13,0.0,0.15,0.28,1.49,1.6,58,33,245,113,122,55,106,30,0.99,0.19
461,True,True,100.0,100.0,61366,0,0,-1,1,2,3,5.2,5.2,1,Kevin,5.2,345,False,,2024-09-18T23:00:07.299083Z,94,61366.jpg,4.2,False,De Bruyne,4.1,False,,a,13,43,72,1104963,1173,1637247,4984,0.6,7.7,De Bruyne,21.0,2015-08-30,False,p61366,1005,2,8,5,13,0,0,0,2,0,0,7,303,302.4,585.3,238.0,112.3,11,2.54,4.45,6.99,13.59,0,0,0,0,0,0,0,151,58,17,15,90,59,55,36,1.0,,1.0,,4.0,,0.23,0.0,0.4,0.63,1.22,1.16,7,5,31,12,47,24,89,27,0.99,0.45
462,True,True,0.0,0.0,248875,0,0,-3,3,1,3,0.0,0.0,0,Jérémy,2.4,346,False,Muscle injury - Unknown return date,2025-01-23T00:00:08.182578Z,62,248875.jpg,3.9,False,Doku,1.3,False,,i,13,43,58,458914,18,718748,1565,0.4,9.4,Doku,21.0,2023-08-24,False,p248875,782,3,4,4,8,0,0,0,0,0,0,3,258,297.0,274.7,273.0,84.6,9,0.77,1.79,2.56,8.00,0,0,0,0,0,0,0,158,62,91,67,74,48,99,59,,,,,,,0.09,0.0,0.21,0.3,0.92,0.92,66,41,154,62,62,30,184,55,1.04,0.46
463,True,True,75.0,100.0,121160,0,0,-2,2,0,1,2.2,3.0,0,Ederson,3.0,347,False,Knock - 75% chance of playing,2025-02-03T02:00:08.541651Z,53,121160.jpg,3.3,False,Santana de Moraes,4.7,False,,d,13,43,49,583820,1927,968278,2259,0.6,9.2,Ederson M.,30.0,2017-07-01,False,p121160,1350,0,2,3,20,0,0,0,3,0,36,4,188,352.4,20.0,0.0,37.1,15,0.00,0.01,0.01,20.29,0,0,0,0,0,0,0,122,18,377,4,746,77,257,17,,,,,,,0.0,2.4,0.0,0.0,1.35,1.33,145,3,114,9,107,14,75,12,1.0,0.2
464,True,True,100.0,100.0,209244,0,0,-2,2,2,3,10.2,10.2,2,Phil,10.2,348,False,,2024-12-05T00:30:08.366700Z,93,209244.jpg,4.7,False,Foden,8.4,False,,a,13,43,89,1487358,16016,2362707,14632,1.1,9.6,Foden,241.0,2016-12-05,False,p209244,1362,7,3,3,22,0,0,0,2,0,0,10,390,408.2,593.1,393.0,139.3,15,4.58,4.76,9.33,25.54,0,0,0,0,0,0,0,89,29,16,14,53,33,27,20,3.0,,,,,,0.3,0.0,0.31,0.61,1.69,1.45,8,6,2,1,23,14,42,12,0.99,0.2
465,True,True,100.0,100.0,114283,0,0,-1,1,0,3,0.4,0.4,0,Jack,0.4,349,False,,2024-12-27T02:00:09.682154Z,64,114283.jpg,1.7,False,Grealish,0.2,False,,a,13,43,25,45064,255,54934,211,0.1,3.9,Grealish,241.0,2021-08-05,False,p114283,599,0,1,1,9,0,0,0,3,0,0,3,141,116.4,291.8,203.0,61.2,6,0.78,1.52,2.30,10.33,0,0,0,0,0,0,0,310,140,85,65,108,70,161,92,,,,,,,0.12,0.0,0.23,0.35,1.55,1.35,47,25,365,175,326,152,355,115,0.9,0.15
466,True,True,100.0,100.0,477424,0,0,-1,1,2,2,3.4,3.4,0,Joško,3.4,350,False,,2024-10-31T02:30:07.426838Z,59,477424.jpg,3.9,False,Gvardiol,18.8,False,,a,13,43,89,2935369,15186,4267064,14224,0.6,15.1,Gvardiol,97.0,2023-08-05,False,p477424,2022,5,0,5,32,0,0,0,1,0,0,7,335,572.0,345.0,396.0,131.5,22,4.16,2.15,6.31,30.25,0,0,0,0,0,0,0,20,7,65,12,51,1,36,4,,,,,,,0.19,0.0,0.1,0.29,1.35,1.42,83,7,87,16,61,8,20,9,0.98,0.22
467,True,True,100.0,100.0,223094,0,0,-3,3,5,4,7.8,7.8,6,Erling,7.8,351,True,,2024-09-13T15:00:06.985607Z,147,223094.jpg,6.2,False,Haaland,28.0,False,,a,13,43,149,3202178,6692,5935651,11933,0.5,10.1,Haaland,161.0,2022-07-01,False,p223094,2124,19,2,5,35,0,0,1,2,0,0,23,669,811.8,273.3,1281.0,236.9,24,18.13,1.30,19.43,34.56,0,0,0,0,0,0,0,5,1,94,8,2,1,3,1,,,3.0,,1.0,,0.77,0.0,0.06,0.83,1.46,1.48,1,1,10,4,8,3,8,3,1.02,0.21
470,True,True,100.0,100.0,91651,0,0,-1,1,3,3,4.2,4.2,2,Mateo,4.2,354,False,,2024-11-22T17:30:09.194248Z,54,91651.jpg,3.7,False,Kovačić,1.2,False,,a,13,43,74,710372,1321,720418,999,0.8,13.7,Kovačić,97.0,2023-06-27,False,p91651,1543,4,2,6,24,0,0,0,5,0,0,10,381,410.6,434.0,147.0,99.2,18,1.39,2.51,3.89,24.07,0,0,0,0,0,0,0,88,28,47,38,161,101,78,51,,,,,,,0.08,0.0,0.15,0.23,1.4,1.4,121,74,57,22,79,35,190,56,1.05,0.35
471,True,True,100.0,100.0,477064,0,0,-1,1,0,2,0.6,0.6,0,Rico,0.6,355,False,,2024-12-07T21:30:08.281236Z,44,477064.jpg,2.5,False,Lewis,4.7,False,,a,13,43,47,2507311,453,2192015,7201,0.1,10.7,Lewis,241.0,2022-07-16,False,p477064,1400,1,2,3,20,0,0,0,3,1,0,1,198,225.4,176.8,122.0,52.4,16,1.10,0.80,1.90,21.63,0,0,0,0,0,0,0,207,79,158,34,178,37,201,60,,,,,,,0.07,0.0,0.05,0.12,1.39,1.29,518,108,320,93,184,59,74,25,1.03,0.19
472,True,True,100.0,100.0,465351,0,0,-1,1,0,3,2.2,2.2,2,Matheus Luiz,2.2,356,False,,2024-12-21T22:00:08.310190Z,49,465351.jpg,2.4,False,Nunes,0.1,False,,a,13,43,39,75444,244,72570,201,0.4,8.0,Matheus N.,173.0,2023-09-01,False,p465351,887,0,4,2,17,0,0,0,2,0,0,2,198,218.6,294.6,122.0,63.6,10,0.53,2.11,2.64,16.43,0,0,0,0,0,0,0,221,94,84,64,179,108,151,86,,,,,,,0.05,0.0,0.21,0.26,1.67,1.72,270,175,164,66,210,90,444,157,1.01,0.2
473,True,True,,,432714,0,0,-4,4,0,3,1.8,1.8,1,James,1.8,357,False,,,46,432714.jpg,1.7,False,McAtee,0.1,False,,a,13,43,12,16454,258,15927,309,0.4,2.6,McAtee,241.0,2021-07-26,False,p432714,84,1,0,0,3,0,0,0,0,0,0,0,37,35.0,15.2,35.0,8.4,0,0.79,0.03,0.82,1.33,0,0,0,0,0,0,0,404,184,392,210,305,163,400,195,,,,,,,0.85,0.0,0.03,0.88,1.42,3.21,354,227,191,80,320,146,459,166,0.0,0.0
474,True,True,,,88248,0,0,-3,3,0,1,1.0,1.0,0,Stefan,1.0,358,False,,,52,88248.jpg,2.8,False,Ortega Moreno,0.6,False,,a,13,43,25,49826,135,86873,464,0.2,4.8,Ortega Moreno,80.0,2022-07-01,False,p88248,810,0,0,2,15,0,0,0,1,0,26,0,100,224.2,0.0,0.0,22.5,9,0.00,0.00,0.00,14.32,0,0,0,0,0,0,0,210,22,748,78,744,76,328,22,,,,,,,0.0,2.89,0.0,0.0,1.59,1.67,156,4,285,20,147,24,249,36,1.0,0.22
475,True,True,0.0,0.0,220566,0,0,-3,3,0,3,0.0,0.0,0,Rodrigo 'Rodri',0.0,360,False,Knee injury - Expected back 01 Jun,2024-09-22T22:00:05.633631Z,62,220566.jpg,1.0,False,Hernandez,0.8,False,,i,13,43,2,39601,26,420141,167,0.0,0.3,Rodrigo,200.0,2019-07-04,False,p220566,65,0,0,0,0,0,0,0,0,0,0,0,18,10.8,17.1,0.0,2.8,1,0.00,0.09,0.09,0.04,0,0,0,0,0,0,0,460,213,385,206,756,327,452,214,,,,,,,0.0,0.0,0.12,0.12,0.06,0.0,62,37,746,321,485,227,226,70,1.38,0.0
476,True,True,0.0,0.0,171314,0,0,-1,1,0,2,0.0,0.0,0,Rúben,1.2,361,False,Muscle injury - Unknown return date,2025-01-23T00:00:08.203274Z,54,171314.jpg,2.4,False,Gato Alves Dias,2.2,False,,i,13,43,34,338319,25,594968,1294,0.2,6.3,Rúben,173.0,2020-09-29,False,p171314,1176,0,0,4,14,1,0,0,3,0,0,1,171,250.0,122.7,76.0,45.0,13,1.12,0.75,1.87,16.46,0,0,0,0,0,0,0,187,71,205,52,245,69,227,71,,,,,,,0.09,0.0,0.06,0.15,1.26,1.07,126,13,259,73,215,67,130,49,0.99,0.31
477,True,True,100.0,100.0,97299,0,0,-2,2,1,2,0.2,0.2,0,John,0.2,362,False,,2024-12-21T22:30:08.482600Z,53,97299.jpg,2.2,False,Stones,1.1,False,,a,13,43,22,191470,588,344094,386,0.0,4.2,Stones,241.0,2016-08-09,False,p97299,454,2,0,0,11,0,0,0,1,0,0,1,61,135.0,47.8,70.0,25.1,5,0.60,0.17,0.77,5.51,0,0,0,0,0,0,0,293,107,313,96,253,74,314,101,,,,,,,0.12,0.0,0.03,0.15,1.09,2.18,143,15,421,132,250,78,200,79,0.99,0.0
478,True,False,0.0,0.0,58621,0,0,-4,4,0,2,0.0,0.0,0,Kyle,0.0,363,False,Loaned to Milan,2025-01-27T09:56:49.234718Z,51,58621.jpg,0.9,False,Walker,2.8,False,,u,13,43,13,187185,0,884953,3835,0.0,2.5,Walker,241.0,2017-07-14,False,p58621,966,0,0,0,21,0,0,0,3,0,0,0,63,157.4,147.7,29.0,33.5,9,0.12,1.34,1.46,19.26,0,0,0,0,0,0,0,267,98,180,41,320,104,272,85,,,,,,,0.01,0.0,0.12,0.13,1.79,1.96,170,20,729,247,493,168,109,43,0.84,0.0
479,True,True,100.0,100.0,510281,0,0,-2,2,2,3,4.6,4.6,5,Sávio 'Savinho',4.6,571,False,,2024-10-31T02:30:07.756984Z,63,510281.jpg,4.1,False,Moreira de Oliveira,2.7,False,,a,13,43,77,1160079,4323,972999,11532,0.7,12.2,Savinho,30.0,2024-07-18,False,p510281,1167,1,9,3,21,0,0,0,2,0,0,12,324,308.2,483.2,455.0,124.8,14,3.11,5.12,8.23,15.88,0,0,0,0,0,0,0,146,55,35,28,39,22,44,29,6.0,,4.0,,,,0.24,0.0,0.39,0.63,1.22,1.62,56,31,42,18,51,26,115,33,1.08,0.23
480,True,True,100.0,100.0,472769,0,0,-1,1,0,3,0.2,0.2,0,Nico,0.2,607,False,,2024-11-13T15:30:08.718593Z,49,472769.jpg,1.0,False,O'Reilly,0.0,False,,a,13,43,1,1415,10,2045,14,0.0,0.2,O’Reilly,241.0,2022-12-16,False,p472769,18,0,0,0,0,0,0,0,0,0,0,0,2,4.4,0.9,2.0,0.7,0,0.03,0.00,0.03,0.02,0,0,0,0,0,0,0,483,225,460,231,437,227,492,232,,,,,,,0.15,0.0,0.0,0.15,0.1,0.0,271,176,419,194,474,220,653,268,0.0,0.0
481,True,True,,,59859,0,0,-1,1,0,3,1.4,1.4,0,Ilkay,1.4,625,False,,,64,59859.jpg,1.9,False,Gündogan,0.4,False,,a,13,43,40,141702,335,134810,427,0.2,6.2,Gündogan,80.0,2024-08-23,False,p59859,1338,0,1,3,23,0,0,0,1,0,0,0,240,181.6,440.3,164.0,78.5,15,1.59,2.85,4.43,25.24,0,0,0,0,0,0,0,254,112,44,35,138,88,111,68,2.0,,2.0,,,,0.11,0.0,0.19,0.3,1.7,1.55,45,24,246,114,297,134,291,91,1.01,0.2
484,True,True,100.0,100.0,554194,0,0,0,0,0,2,0.0,0.0,0,Jahmai,0.0,672,False,,2024-11-13T15:30:08.805382Z,40,554194.jpg,0.5,False,Simpson-Pusey,0.0,False,,a,13,43,1,5497,57,3685,50,0.0,0.2,Simpson-Pusey,241.0,2024-07-23,False,p554194,95,0,0,0,2,0,0,0,1,0,0,0,7,19.6,2.2,2.0,2.4,1,0.00,0.01,0.01,2.37,0,0,0,0,0,0,0,434,153,446,162,428,154,457,159,,,,,,,0.0,0.0,0.01,0.01,2.25,1.89,679,210,510,181,512,178,583,200,0.95,0.0
486,True,True,,,487837,0,0,0,0,0,4,0.2,0.2,0,Divin,0.2,698,False,,,45,487837.jpg,1.0,False,Mubama,0.1,False,,a,13,43,1,25531,539,13121,473,0.0,0.2,Mubama,241.0,2024-12-15,False,p487837,27,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.1,5.0,0.5,0,0.04,0.00,0.04,0.02,0,0,0,0,0,0,0,509,51,486,52,406,50,497,51,,,,,,,0.13,0.0,0.0,0.13,0.07,0.0,405,68,403,42,451,45,415,62,0.0,0.0
489,True,True,,,578153,0,0,0,0,0,2,0.0,0.0,0,Abdukodir,0.0,732,False,,,50,578153.jpg,0.0,False,Khusanov,0.1,False,,a,13,43,0,11489,792,3176,608,0.0,0.0,Khusanov,231.0,2025-01-20,False,p578153,53,0,0,0,1,0,0,0,1,0,0,0,-3,2.8,0.2,2.0,0.5,1,0.02,0.00,0.02,1.69,0,0,0,0,0,0,0,492,173,482,177,439,159,498,174,,,,,,,0.03,0.0,0.0,0.03,2.87,1.7,233,25,727,246,748,251,472,163,1.7,0.0
492,True,True,,,438234,0,0,0,0,0,4,2.0,2.0,2,Omar,2.0,755,False,,,70,438234.jpg,2.0,False,Marmoush,2.8,False,,a,13,43,4,346426,17145,39775,12381,0.3,0.6,Marmoush,63.0,2025-01-23,False,p438234,144,0,0,0,4,0,0,0,0,0,0,0,17,11.4,59.8,12.0,8.3,2,0.17,0.42,0.59,2.54,0,0,0,0,0,0,0,458,43,294,33,376,46,402,41,,,,,,,0.11,0.0,0.26,0.37,1.59,2.5,26,11,180,21,281,33,110,18,1.25,0.0
493,True,True,100.0,100.0,493250,0,0,6,-6,2,3,7.2,7.2,2,Amad,7.2,364,False,,2024-11-08T18:30:07.952497Z,56,493250.jpg,4.9,False,Diallo,23.5,False,,a,14,1,107,3885596,20660,1702382,48885,1.3,19.1,Amad,54.0,2021-01-07,False,p493250,1591,6,7,6,25,0,0,0,3,0,0,14,462,516.8,552.3,479.0,154.9,17,4.12,3.42,7.54,27.46,0,0,0,0,0,0,0,34,10,23,18,37,20,16,12,3.0,,,,,,0.23,0.0,0.19,0.42,1.55,1.41,102,64,12,3,13,9,14,5,0.96,0.34
494,True,False,0.0,0.0,467169,0,0,-3,3,0,3,0.0,0.0,0,Antony Matheus,0.4,365,False,Loaned to Real Betis,2025-01-27T09:58:14.449507Z,57,467169.jpg,1.0,False,dos Santos,0.2,False,,u,14,1,8,18431,0,37018,266,0.1,1.4,Antony,30.0,2022-09-01,False,p467169,135,0,0,0,2,0,0,0,0,0,0,0,37,35.0,50.7,74.0,15.8,0,0.60,0.21,0.81,2.05,0,0,0,0,0,0,0,405,185,310,181,247,139,361,177,,,,,,,0.4,0.0,0.14,0.54,1.37,1.33,93,61,362,173,484,226,366,118,0.0,0.0
495,True,True,100.0,100.0,141746,0,0,-2,2,2,3,4.6,4.6,1,Bruno,4.6,366,False,,2024-12-27T00:30:09.652602Z,83,141746.jpg,4.5,False,Borges Fernandes,9.1,False,,a,14,1,104,2547770,4548,3596265,16369,0.6,12.5,B.Fernandes,173.0,2020-01-30,False,p141746,1925,5,7,7,31,0,0,0,2,2,0,15,461,576.2,756.2,415.0,174.4,23,7.84,4.43,12.27,30.93,0,0,0,0,0,0,0,18,4,3,3,47,28,11,8,1.0,,1.0,,1.0,,0.37,0.0,0.21,0.58,1.45,1.45,10,7,43,19,37,19,37,9,1.08,0.33
497,True,True,100.0,100.0,61256,0,0,-3,3,1,3,0.0,0.0,0,Carlos Henrique,0.0,368,False,,2024-11-10T23:00:08.039181Z,47,61256.jpg,2.3,False,Casimiro,0.4,False,,a,14,1,32,121909,122,153556,343,0.0,6.8,Casemiro,30.0,2022-08-22,False,p61256,833,1,0,3,14,0,0,0,1,0,0,3,195,249.2,236.7,150.0,63.6,10,1.05,1.54,2.59,15.76,0,0,0,0,0,0,0,189,77,116,83,158,99,150,85,,,,,,,0.11,0.0,0.17,0.28,1.7,1.51,322,208,675,277,223,96,277,87,1.08,0.32
498,True,True,100.0,100.0,216051,0,0,0,0,2,2,1.8,1.8,1,Diogo,1.8,369,False,,2025-01-12T22:00:08.226294Z,50,216051.jpg,2.7,False,Dalot Teixeira,5.7,False,,a,14,1,63,1335882,1377,1652493,5329,0.4,12.6,Dalot,173.0,2018-06-08,False,p216051,2036,0,1,6,33,0,0,0,4,0,0,7,239,342.8,274.1,180.0,79.4,23,1.41,1.66,3.07,35.31,0,0,0,0,0,0,0,129,47,92,18,130,13,107,22,,,,,,,0.06,0.0,0.07,0.13,1.56,1.46,205,24,195,59,159,47,64,23,1.02,0.27
499,True,True,100.0,100.0,80607,0,0,-3,3,0,3,1.0,1.0,1,Christian,1.0,370,False,,2024-11-01T10:30:06.566158Z,52,80607.jpg,1.8,False,Eriksen,0.2,False,,a,14,1,24,23536,46,35570,91,0.2,4.6,Eriksen,58.0,2022-07-15,False,p80607,632,0,1,3,8,0,0,0,2,0,0,0,133,112.6,264.9,24.0,40.2,7,0.12,1.56,1.68,11.86,0,0,0,0,0,0,0,314,143,96,70,337,183,243,125,2.0,,4.0,,,,0.02,0.0,0.22,0.24,1.69,1.14,155,92,284,137,308,140,379,127,1.0,0.43
500,True,True,0.0,0.0,37642,0,0,-1,1,1,2,0.0,0.0,0,Jonny,0.0,371,False,Muscle injury - Unknown return date,2025-01-14T12:00:08.993380Z,44,37642.jpg,2.3,False,Evans,0.1,False,,i,14,1,14,8827,4,16885,81,0.0,3.2,Evans,242.0,2023-07-18,False,p37642,288,0,0,1,2,0,0,0,1,0,0,3,62,51.0,4.1,6.0,6.1,3,0.08,0.02,0.10,2.62,0,0,0,0,0,0,0,384,132,434,153,396,140,421,143,,,,,,,0.02,0.0,0.01,0.03,0.82,0.62,475,79,560,216,219,68,475,165,0.94,0.31
501,True,True,100.0,100.0,493105,0,0,-6,6,1,3,2.0,2.0,2,Alejandro,2.0,372,False,,2024-10-07T15:30:06.108745Z,59,493105.jpg,2.7,False,Garnacho,4.7,False,,a,14,1,61,1141978,1024,2430279,2600,0.3,10.3,Garnacho,10.0,2022-04-15,False,p493105,1313,3,2,3,23,0,0,0,1,0,0,4,195,240.6,273.9,563.0,106.9,13,5.26,1.27,6.53,23.19,0,0,0,0,0,0,0,195,80,93,68,26,15,61,40,,,,,,,0.36,0.0,0.09,0.45,1.59,1.58,84,54,178,75,164,66,76,22,0.89,0.21
504,True,True,100.0,100.0,497894,0,0,-1,1,0,4,1.2,1.2,1,Rasmus,1.2,375,False,,2024-08-05T15:00:04.427374Z,69,497894.jpg,2.3,False,Højlund,1.0,False,,a,14,1,44,422240,377,428319,1988,0.2,6.4,Højlund,58.0,2023-08-05,False,p497894,1106,2,1,2,20,0,0,0,1,0,0,4,150,101.4,165.4,171.0,43.3,13,2.27,0.79,3.06,18.78,0,0,0,0,0,0,0,335,31,170,20,134,33,233,27,,,,,,,0.18,0.0,0.06,0.24,1.53,1.63,30,15,264,30,232,29,208,35,1.06,0.16
505,True,True,100.0,100.0,184667,0,0,-2,2,0,2,0.0,0.0,0,Victor,0.0,376,False,,2024-12-20T17:00:08.474761Z,43,184667.jpg,0.8,False,Lindelöf,0.1,False,,a,14,1,4,3089,21,17253,22,0.0,0.9,Lindelof,206.0,2017-07-01,False,p184667,59,0,0,0,1,0,0,0,1,0,0,0,10,18.0,15.5,4.0,3.8,0,0.00,0.04,0.04,1.38,0,0,0,0,0,0,0,438,157,390,133,411,145,444,153,,,,,,,0.0,0.0,0.06,0.06,2.11,1.53,558,120,552,211,500,172,504,176,0.0,0.0
506,True,True,100.0,100.0,95658,0,0,-1,1,0,2,1.8,1.8,0,Harry,1.8,377,False,,2024-10-06T22:00:07.722929Z,49,95658.jpg,1.4,False,Maguire,0.6,False,,a,14,1,24,63044,428,86885,777,0.4,4.9,Maguire,241.0,2019-08-05,False,p95658,1084,0,0,2,17,0,0,0,7,0,0,2,115,219.2,66.0,71.0,35.8,12,0.67,0.20,0.87,16.38,0,0,0,0,0,0,0,219,84,282,79,252,73,266,82,,,,,,,0.06,0.0,0.02,0.08,1.36,1.41,238,26,193,58,368,122,245,91,1.0,0.17
507,True,True,100.0,100.0,516895,0,0,-3,3,0,3,1.6,1.6,2,Kobbie,1.6,378,False,,2024-12-02T00:00:08.519876Z,52,516895.jpg,1.8,False,Mainoo,1.9,False,,a,14,1,32,150043,982,604942,801,0.3,6.2,Mainoo,241.0,2022-10-15,False,p516895,1282,0,0,5,20,0,0,0,5,0,0,0,186,154.6,210.9,99.0,46.8,15,0.63,1.22,1.85,19.85,0,0,0,0,0,0,0,272,121,130,91,206,120,221,113,,,,,,,0.04,0.0,0.09,0.13,1.39,1.4,168,102,222,99,310,142,143,47,1.05,0.35
508,True,True,100.0,100.0,222690,0,0,-1,1,0,2,0.2,0.2,0,Tyrell,0.2,379,False,,2024-08-05T15:00:04.439521Z,44,222690.jpg,0.7,False,Malacia,0.0,False,,a,14,1,2,2853,24,3214,33,0.0,0.5,Malacia,152.0,2022-07-05,False,p222690,99,0,0,0,1,0,0,0,1,0,0,0,2,5.2,13.9,0.0,1.7,2,0.00,0.02,0.02,0.78,0,0,0,0,0,0,0,477,168,395,136,595,235,475,165,,,,,,,0.0,0.0,0.02,0.02,0.71,0.91,497,96,395,129,507,175,640,214,1.82,0.0
509,True,True,25.0,100.0,221820,0,0,-1,1,1,2,1.2,5.0,2,Lisandro,5.0,380,False,Knee injury - 25% chance of playing,2025-02-03T02:00:08.575069Z,44,221820.jpg,3.4,False,Martínez,3.9,False,,d,14,1,68,445486,6525,617923,7725,1.1,15.5,Martinez,10.0,2022-07-17,False,p221820,1751,2,1,6,27,0,0,0,7,0,0,5,292,425.4,153.8,158.0,73.7,20,1.33,1.21,2.54,30.18,0,0,0,0,0,0,0,74,28,176,39,145,22,121,29,,,,,,,0.07,0.0,0.06,0.13,1.55,1.39,496,95,34,5,97,22,91,33,1.03,0.31
510,True,False,0.0,0.0,195851,0,0,-1,1,0,3,0.0,0.0,0,Scott,0.0,381,False,Transferred to Napoli,2024-08-31T06:16:49.087133Z,49,195851.jpg,1.0,False,McTominay,0.1,False,,u,14,1,2,6691,0,93120,14,0.0,0.4,McTominay,,,False,p195851,17,0,0,0,1,0,0,0,0,0,0,0,4,3.2,0.3,5.0,0.9,0,0.07,0.00,0.07,0.66,0,0,0,0,0,0,0,488,228,477,239,408,216,488,229,,,,,,,0.37,0.0,0.0,0.37,3.49,5.29,251,160,699,292,471,217,418,143,0.0,0.0
511,True,True,0.0,0.0,184341,0,0,-2,2,0,3,0.0,0.0,0,Mason,0.0,382,False,Leg injury - Unknown return date,2024-12-16T09:30:07.044661Z,63,184341.jpg,1.0,False,Mount,0.1,False,,i,14,1,8,6504,11,26818,38,0.0,1.3,Mount,241.0,2023-07-05,False,p184341,243,0,0,1,4,0,0,0,2,0,0,0,16,20.8,55.2,43.0,11.8,4,0.40,0.08,0.48,4.08,0,0,0,0,0,0,0,432,203,306,180,286,155,377,181,,,,,,,0.15,0.0,0.03,0.18,1.51,1.48,51,28,749,323,487,229,460,167,1.48,0.37
512,True,True,,,202641,0,0,0,0,0,1,2.6,2.6,1,André,2.6,383,False,,,50,202641.jpg,3.5,False,Onana,6.4,False,,a,14,1,83,1089501,1033,1138773,7945,0.5,16.6,Onana,38.0,2023-07-20,False,p202641,2160,0,0,7,34,0,1,0,0,0,59,5,306,502.6,13.0,0.0,51.6,24,0.00,0.19,0.19,36.87,0,0,0,0,0,0,0,40,11,399,5,730,74,203,11,,,,,,,0.0,2.46,0.01,0.01,1.54,1.42,200,9,132,13,90,13,58,11,1.0,0.29
514,True,True,100.0,100.0,176297,0,0,-4,4,1,3,0.0,0.0,0,Marcus,0.0,385,False,,2025-01-03T19:30:09.403418Z,66,176297.jpg,3.6,False,Rashford,2.0,False,,a,14,1,54,689614,5518,982055,1126,0.0,8.2,Rashford,241.0,2015-07-01,False,p176297,975,4,1,5,9,0,0,0,2,0,0,3,186,238.8,254.7,194.0,68.9,12,1.60,1.36,2.96,14.79,0,0,0,0,0,0,0,197,82,103,74,116,77,130,76,,,2.0,,3.0,,0.15,0.0,0.13,0.28,1.37,0.83,39,20,753,327,86,39,138,43,1.11,0.46
515,True,True,25.0,25.0,106760,0,0,-1,1,0,2,0.0,0.0,0,Luke,0.0,387,False,Lack of match fitness - 25% chance of playing,2024-12-05T01:00:08.299125Z,49,106760.jpg,1.0,False,Shaw,0.2,False,,d,14,1,2,5014,4,66046,49,0.0,0.4,Shaw,241.0,2014-07-01,False,p106760,68,0,0,0,0,0,0,0,0,0,0,0,19,16.6,2.6,0.0,2.0,0,0.00,0.01,0.01,0.50,0,0,0,0,0,0,0,441,159,445,161,715,251,469,163,,,,,,,0.0,0.0,0.01,0.01,0.66,0.0,240,27,695,244,469,165,402,140,0.0,0.0
