,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
391,True,True,100.0,100.0,245419,0,0,-2,2,0,4,0.5,1.0,1,Patson,1.0,289,False,,2024-08-12T14:30:04.636525Z,48,245419.jpg,1.6,False,Daka,0.8,False,,a,11,13,19,200873,1089,157104,1946,0.2,4.0,Daka,238.0,2021-07-01,False,p245419,296,1,0,0,7,0,0,0,0,0,0,2,67,63.8,13.8,75.0,14.9,1,0.50,0.03,0.53,6.77,0,0,0,0,0,0,0,369,37,396,45,246,39,368,40,,,,,3.0,,0.15,0.0,0.01,0.16,2.06,2.13,310,60,276,31,335,38,227,40,0.3,0.0
392,True,True,100.0,100.0,96994,0,0,-3,3,0,3,1.5,2.0,2,Bobby,2.0,290,False,,2024-11-08T16:00:07.429188Z,52,96994.jpg,2.4,False,De Cordova-Reid,0.1,False,,a,11,13,38,7925,36,17682,86,0.4,7.3,De Cordova-Reid,107.0,2024-07-05,False,p96994,432,1,4,0,10,0,0,0,1,0,0,2,122,88.0,76.8,56.0,22.2,4,0.72,0.12,0.84,9.36,0,0,0,0,0,0,0,352,163,265,162,269,148,331,164,,,,,,,0.15,0.0,0.02,0.17,1.95,2.08,158,94,177,74,213,93,496,178,0.83,0.0
393,True,True,100.0,100.0,218218,0,0,-1,1,0,2,0.3,0.8,0,Wout,0.8,291,False,,2024-12-27T02:00:09.574693Z,39,218218.jpg,1.4,False,Faes,6.5,False,,a,11,13,30,1411036,2070,1434680,3516,0.2,7.7,Faes,21.0,2022-09-01,False,p218218,1642,1,0,1,38,0,0,0,3,0,0,0,123,411.2,50.6,91.0,55.3,17,1.14,0.35,1.49,36.62,0,0,0,0,0,0,0,87,34,311,94,215,54,187,57,,,,,,,0.06,0.0,0.02,0.08,2.01,2.08,720,238,290,80,358,117,56,20,0.93,0.05
395,True,True,100.0,75.0,467189,0,0,-1,1,0,1,-0.3,0.2,1,Mads,0.2,293,False,,2024-12-14T22:30:08.086057Z,44,467189.jpg,2.3,False,Hermansen,0.4,False,,a,11,13,39,117286,159,135751,148,0.0,8.9,Hermansen,58.0,2023-07-18,False,p467189,1485,0,0,1,35,0,0,0,0,0,68,0,161,538.6,0.2,0.0,53.9,17,0.00,0.01,0.01,34.30,0,0,0,0,0,0,0,25,7,481,14,603,62,192,7,,,,,,,0.0,4.12,0.0,0.0,2.08,2.12,517,24,399,28,222,32,286,44,1.03,0.06
397,True,True,,,220627,-1,1,-4,4,2,2,0.5,1.0,1,James,1.0,295,False,,,41,220627.jpg,1.9,False,Justin,1.5,False,,a,11,13,43,632529,525,522771,1641,0.2,10.5,Justin,241.0,2019-06-28,False,p220627,1977,2,1,1,50,0,0,0,3,0,0,2,124,414.2,180.6,185.0,78.2,23,1.37,0.48,1.85,44.72,0,0,0,0,0,0,0,83,31,155,33,124,10,112,23,,,,,,,0.06,0.0,0.02,0.08,2.04,2.28,606,157,267,75,282,92,163,66,1.05,0.05
398,True,True,100.0,100.0,481510,0,0,0,0,0,2,0.3,0.8,0,Victor,0.8,296,False,,2024-10-27T22:00:06.301413Z,45,481510.jpg,1.3,False,Kristiansen,0.1,False,,a,11,13,27,16633,46,21814,129,0.2,6.0,Kristiansen,58.0,2023-01-20,False,p481510,1847,0,1,1,44,1,0,0,1,0,0,0,150,412.0,305.2,26.0,74.2,21,0.10,1.49,1.59,41.30,0,0,0,0,0,0,0,86,33,79,16,330,109,120,28,1.0,,,,,,0.0,0.0,0.07,0.07,2.01,2.14,401,71,294,82,379,126,427,148,1.02,0.05
400,True,True,,,154048,0,0,-4,4,0,3,1.9,2.4,1,Stephy,2.4,298,False,,,51,154048.jpg,2.5,False,Mavididi,0.3,False,,a,11,13,55,176133,75,203423,361,0.5,10.8,Mavididi,241.0,2023-07-31,False,p154048,1284,3,1,1,31,0,0,0,2,0,0,3,205,270.6,311.1,249.0,82.7,14,1.55,3.09,4.64,27.82,0,0,0,0,0,0,0,175,71,75,59,83,54,105,63,,,1.0,,4.0,,0.11,0.0,0.22,0.33,1.95,2.17,174,106,151,60,195,83,306,96,0.98,0.07
401,True,True,100.0,100.0,461587,0,0,-3,3,0,3,-0.3,0.2,0,Kasey,0.2,299,False,,2024-12-29T08:30:08.854035Z,47,461587.jpg,1.6,False,McAteer,0.0,False,,a,11,13,18,11000,18,12361,37,0.0,3.8,McAteer,104.0,2021-12-01,False,p461587,380,0,1,1,8,0,0,0,1,0,0,0,66,65.4,70.0,69.0,20.2,4,0.55,0.22,0.77,10.11,0,0,0,0,0,0,0,367,171,275,168,254,141,338,167,,,,,,,0.13,0.0,0.05,0.18,2.39,1.89,333,216,411,189,333,155,551,212,0.95,0.24
402,True,True,0.0,0.0,203341,0,0,-1,1,1,3,0.0,0.0,0,Wilfred,0.0,300,False,Hamstring injury - Expected back 15 Feb,2024-12-09T09:30:06.387859Z,49,203341.jpg,2.5,False,Ndidi,0.2,False,,i,11,13,37,105748,1,113845,89,0.0,7.6,Ndidi,157.0,2017-01-03,False,p203341,1216,0,4,1,25,1,0,0,4,0,0,1,204,326.6,155.6,187.0,66.8,15,1.53,1.13,2.66,26.39,0,0,0,0,0,0,0,136,50,175,116,120,81,138,80,,,,,,,0.11,0.0,0.08,0.19,1.95,1.85,255,164,701,294,190,78,384,132,1.11,0.07
403,True,True,100.0,100.0,473341,0,0,0,0,0,2,-0.1,0.4,1,Caleb,0.4,301,False,,2024-11-30T22:00:07.641824Z,40,473341.jpg,1.3,False,Okoli,0.6,False,,a,11,13,18,172387,66,133361,408,0.1,4.5,Okoli,106.0,2024-07-09,False,p473341,829,0,0,1,19,0,0,0,2,0,0,1,80,238.0,10.7,36.0,28.5,9,0.14,0.10,0.24,21.05,0,0,0,0,0,0,0,199,75,407,140,299,97,299,95,,,,,,,0.02,0.0,0.01,0.03,2.29,2.06,649,183,341,98,374,124,239,88,0.98,0.11
404,True,True,0.0,0.0,111931,0,0,-4,4,0,2,0.0,0.0,0,Ricardo,0.0,302,False,Hamstring injury - Expected back 01 Mar,2024-11-10T23:00:07.847243Z,41,111931.jpg,1.0,False,Barbosa Pereira,0.1,False,,i,11,13,2,5235,6,21656,33,0.0,0.5,Ricardo,173.0,2018-06-09,False,p111931,146,0,0,0,4,0,0,0,1,0,0,0,10,13.8,5.7,2.0,2.2,2,0.00,0.03,0.03,2.08,0,0,0,0,0,0,0,450,162,425,148,429,155,461,161,,,,,,,0.0,0.0,0.02,0.02,1.28,2.47,603,154,534,199,428,150,493,173,1.23,0.0
406,True,True,100.0,100.0,436680,0,0,0,0,0,1,0.7,1.2,0,Jakub,1.2,304,False,,2024-07-25T11:00:04.015354Z,40,436680.jpg,1.7,False,Stolarczyk,0.6,False,,a,11,13,10,80502,1209,24870,797,0.3,2.5,Stolarczyk,172.0,2020-09-04,False,p436680,540,0,0,0,12,0,0,0,1,0,17,0,44,140.8,0.0,0.0,14.1,6,0.00,0.00,0.00,9.79,0,0,0,0,0,0,0,285,29,546,41,507,27,371,30,,,,,,,0.0,2.83,0.0,0.0,1.63,2.0,637,50,250,19,315,34,256,39,1.0,0.0
407,True,True,,,244619,0,0,-1,1,0,2,-0.3,0.2,0,Luke,0.2,305,False,,,39,244619.jpg,0.5,False,Thomas,1.8,False,,a,11,13,1,267089,265,154778,1176,0.1,0.3,Thomas,241.0,2020-07-15,False,p244619,179,0,0,0,6,0,0,0,0,0,0,0,12,28.0,15.0,10.0,5.3,2,0.02,0.05,0.07,3.96,0,0,0,0,0,0,0,415,146,393,135,382,131,429,147,,,,,,,0.01,0.0,0.03,0.04,1.99,3.02,724,240,375,113,511,177,150,58,1.01,0.0
408,True,True,100.0,100.0,101668,0,0,-1,1,1,4,3.3,3.8,1,Jamie,3.8,306,False,,2024-12-25T22:30:08.266785Z,54,101668.jpg,4.1,False,Vardy,5.7,False,,a,11,13,90,2515359,6195,2322710,9954,0.7,16.7,Vardy,241.0,2012-07-01,False,p101668,1776,7,4,1,44,0,0,0,4,0,0,13,321,357.6,181.8,513.0,104.9,22,8.41,2.11,10.52,40.92,0,0,0,0,0,0,0,117,16,154,17,33,16,66,17,,,,,1.0,,0.43,0.0,0.11,0.54,2.07,2.23,122,36,67,12,49,14,63,13,1.11,0.05
409,True,True,100.0,100.0,93100,0,0,-1,1,0,2,0.5,1.0,0,Jannik,1.0,307,False,,2025-01-12T22:30:08.908200Z,39,93100.jpg,0.7,False,Vestergaard,1.8,False,,a,11,13,11,287238,4168,294504,1377,0.3,2.8,Vestergaard,58.0,2021-08-13,False,p93100,1259,0,0,0,32,0,0,0,5,0,0,0,80,285.0,35.4,36.0,35.9,15,0.04,0.08,0.12,23.42,0,0,0,0,0,0,0,168,63,334,107,298,96,262,80,,,,,,,0.0,0.0,0.01,0.01,1.67,2.29,707,230,266,74,505,173,147,56,1.07,0.0
410,True,True,,,95463,0,0,-1,1,0,1,-0.5,0.0,0,Danny,0.0,308,False,,,39,95463.jpg,1.0,False,Ward,2.1,False,,a,11,13,2,139514,1281,171720,897,0.0,0.5,Ward,244.0,2018-07-20,False,p95463,135,0,0,0,6,0,0,0,0,0,4,0,-5,35.4,0.0,0.0,3.6,1,0.00,0.00,0.00,3.35,0,0,0,0,0,0,0,402,36,512,21,468,6,446,36,,,,,,,0.0,2.67,0.0,0.0,2.23,4.0,708,68,435,33,407,36,133,19,0.67,0.0
411,True,True,100.0,100.0,157668,0,0,-1,1,0,3,1.3,1.8,2,Harry,1.8,309,False,,2024-11-23T17:30:08.809600Z,44,157668.jpg,1.9,False,Winks,6.0,False,,a,11,13,37,1294988,3025,2005556,3733,0.4,8.4,Winks,241.0,2023-07-01,False,p157668,1457,0,2,0,32,0,0,0,4,0,0,0,257,252.4,289.2,30.0,57.3,17,0.21,1.50,1.71,28.52,0,0,0,0,0,0,0,185,75,87,66,314,170,179,98,2.0,,,,,,0.01,0.0,0.09,0.1,1.76,1.98,485,302,185,77,284,126,62,17,1.05,0.0
412,True,True,,,209042,0,0,-3,3,0,3,0.1,0.6,0,Oliver,0.6,501,False,,,47,209042.jpg,1.2,False,Skipp,0.0,False,,a,11,13,18,4615,12,6718,29,0.1,3.8,Skipp,241.0,2024-08-19,False,p209042,757,0,0,1,21,0,0,0,4,0,0,0,90,86.2,119.8,24.0,23.1,7,0.13,0.28,0.41,20.62,0,0,0,0,0,0,0,356,165,209,131,336,182,325,162,,,,,,,0.02,0.0,0.03,0.05,2.45,2.5,329,214,324,155,394,189,565,218,0.83,0.12
413,True,True,0.0,0.0,531442,0,0,-3,3,0,3,0.0,0.0,0,Abdul,0.0,570,False,Knee injury - Expected back 01 Jun,2024-11-21T10:30:09.372550Z,52,531442.jpg,2.4,False,Fatawu,0.2,False,,i,11,13,26,68949,6,101993,67,0.0,5.0,A.Fatawu,81.0,2024-07-16,False,p531442,576,0,2,0,14,0,0,0,0,0,0,3,125,147.6,104.3,148.0,40.1,6,0.41,1.42,1.83,11.00,0,0,0,0,0,0,0,278,122,233,146,160,100,244,126,,,,,,,0.06,0.0,0.22,0.28,1.72,2.19,169,103,733,314,214,94,375,123,0.94,0.0
414,True,True,,,532534,0,0,-1,1,0,3,-0.5,0.0,0,Will,0.0,606,False,,,44,532534.jpg,1.0,False,Alves,0.1,False,,a,11,13,1,12588,62,13660,49,0.0,0.2,Alves,241.0,2024-02-09,False,p532534,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,637,247,472,237,609,238,637,247,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,528,314,580,209,443,199,480,173,0.0,0.0
416,True,True,,,513527,0,0,-2,2,1,3,2.9,3.4,2,Bilal,3.4,635,False,,,48,513527.jpg,2.6,False,El Khannouss,0.2,False,,a,11,13,49,60784,567,41114,506,0.7,10.2,El Khannouss,145.0,2024-08-29,False,p513527,1090,2,1,1,30,0,0,0,1,0,0,5,207,211.4,250.0,78.0,53.8,14,0.50,1.20,1.70,25.30,0,0,0,0,0,0,0,224,96,107,77,238,133,195,104,4.0,,,,,,0.04,0.0,0.1,0.14,2.09,2.48,321,207,83,34,170,67,353,114,1.16,0.08
419,True,True,,,488439,0,0,0,0,0,2,0.2,0.7,1,Woyo,0.7,726,False,,,40,488439.jpg,1.0,False,Coulibaly,0.0,False,,a,11,13,2,745,74,187,37,0.2,0.5,Coulibaly,73.0,2025-01-15,False,p488439,15,0,0,0,1,0,0,0,0,0,0,0,6,5.4,0.3,0.0,0.6,0,0.00,0.00,0.00,0.54,0,0,0,0,0,0,0,475,166,467,170,519,185,494,172,,,,,,,0.0,0.0,0.0,0.0,3.24,6.0,650,184,308,84,421,143,700,236,0.0,0.0
421,True,True,100.0,100.0,116535,0,0,0,0,2,1,4.8,9.1,9,Alisson,3.8,310,False,,2024-10-05T14:00:07.200306Z,55,116535.jpg,4.5,False,Ramses Becker,9.1,False,,a,12,14,68,1246209,11982,1513886,3516,0.7,12.4,A.Becker,30.0,2018-07-19,False,p116535,1338,0,0,7,12,0,0,0,0,0,36,8,261,306.6,13.0,0.0,31.7,15,0.00,0.20,0.20,11.05,0,0,0,0,0,0,0,147,19,400,6,751,78,284,19,,,,,,,0.0,2.42,0.01,0.01,0.74,0.81,104,1,69,4,34,6,36,9,1.01,0.47
422,True,True,75.0,100.0,169187,0,0,4,-4,3,2,3.8,9.5,6,Trent,4.0,311,True,Muscle injury - 75% chance of playing,2025-02-01T22:30:08.242237Z,74,169187.jpg,4.9,False,Alexander-Arnold,33.3,False,,d,12,14,107,3926310,8841,3533867,33031,0.5,14.5,Alexander-Arnold,241.0,2015-07-01,False,p169187,1733,1,6,9,17,0,0,0,4,0,0,13,453,525.0,699.8,160.0,138.4,21,1.08,6.23,7.31,14.67,0,0,0,0,0,0,0,32,9,6,1,142,20,29,2,1.0,,1.0,,,,0.06,0.0,0.32,0.38,0.76,0.88,19,1,65,10,15,1,6,1,1.09,0.47
424,True,True,100.0,100.0,492777,0,0,-3,3,0,2,1.3,2.1,1,Conor,0.3,313,False,,2024-11-28T10:30:07.495614Z,47,492777.jpg,1.4,False,Bradley,0.2,False,,a,12,14,13,52251,712,97440,227,0.1,2.8,Bradley,242.0,2023-09-25,False,p492777,255,0,0,1,3,0,0,0,1,0,0,0,50,45.8,15.4,100.0,16.1,1,0.49,0.21,0.70,4.40,0,0,0,0,0,0,0,388,136,391,134,205,49,356,117,,,,,,,0.17,0.0,0.07,0.24,1.55,1.06,338,45,369,109,365,121,337,122,0.35,0.35
426,True,True,100.0,75.0,447203,0,0,-5,5,0,4,3.2,4.4,1,Darwin,2.2,316,False,,2025-01-31T15:00:09.018032Z,70,447203.jpg,2.6,False,Núñez Ribeiro,2.0,False,,a,12,14,46,322176,493,706438,4366,0.3,6.6,Darwin,230.0,2022-06-14,False,p447203,816,4,2,2,14,0,0,0,6,0,0,4,198,210.6,87.7,277.0,56.9,7,3.28,0.31,3.59,11.92,0,0,0,0,0,0,0,225,21,248,27,70,23,181,24,,,,,3.0,,0.36,0.0,0.03,0.39,1.31,1.54,27,12,171,20,179,23,139,21,0.77,0.22
427,True,True,100.0,75.0,194634,0,0,-3,3,0,3,2.3,3.1,0,Diogo,1.3,317,False,,2025-01-17T11:30:07.995744Z,72,194634.jpg,4.5,False,Teixeira da Silva,2.5,False,,a,12,14,59,1204935,621,2609231,1189,0.2,8.2,Diogo J.,173.0,2020-09-19,False,p194634,622,5,3,4,4,0,0,0,1,0,0,4,176,238.2,97.8,336.0,67.1,7,4.89,0.65,5.54,4.85,0,0,0,0,0,0,0,198,83,239,150,56,36,137,79,,,,,,,0.71,0.0,0.09,0.8,0.7,0.58,24,14,249,117,36,18,120,37,1.01,0.58
429,True,True,100.0,100.0,444884,0,0,-3,3,0,3,2.0,3.5,0,Harvey,1.0,319,False,,2024-09-08T23:00:06.842081Z,52,444884.jpg,1.3,False,Elliott,0.2,False,,a,12,14,12,18607,155,113364,266,0.2,2.3,Elliott,241.0,2019-07-28,False,p444884,75,0,1,0,1,0,0,0,0,0,0,0,40,31.8,59.4,14.0,10.6,0,0.07,0.35,0.42,1.39,0,0,0,0,0,0,0,408,188,296,178,368,199,384,187,,,,,,,0.08,0.0,0.42,0.5,1.67,1.2,166,100,286,138,385,184,339,107,0.0,0.0
430,True,True,,,158983,0,0,-4,4,0,3,1.3,2.1,1,Endo,0.3,320,False,,,46,158983.jpg,1.0,False,Wataru,0.1,False,,a,12,14,10,20421,95,32952,131,0.1,2.2,Endo,108.0,2023-08-18,False,p158983,80,0,0,0,1,0,0,0,0,0,0,0,31,16.2,16.4,4.0,3.6,0,0.00,0.04,0.04,0.97,0,0,0,0,0,0,0,443,205,386,207,416,218,447,212,,,,,,,0.0,0.0,0.04,0.04,1.09,1.12,348,225,368,177,464,213,426,147,0.0,0.0
431,True,True,,,243298,0,0,1,-1,2,4,6.2,11.9,5,Cody,5.2,321,False,,,76,243298.jpg,4.0,False,Gakpo,22.6,False,,a,12,14,92,2959708,23182,917372,22563,0.7,12.1,Gakpo,152.0,2023-01-01,False,p243298,1293,8,4,5,13,0,0,0,4,0,0,15,424,460.4,387.9,489.0,133.8,15,5.40,2.70,8.09,11.55,0,0,0,0,0,0,0,59,9,54,3,35,17,33,8,,,,,,,0.38,0.0,0.19,0.57,0.8,0.9,16,6,30,6,58,17,17,4,1.04,0.35
432,True,True,75.0,75.0,171287,0,0,-3,3,0,2,0.8,1.1,0,Joe,0.0,322,False,Lack of match fitness - 75% chance of playing,2024-12-30T09:30:06.945841Z,47,171287.jpg,1.6,False,Gomez,0.4,False,,d,12,14,14,286697,15,318935,424,0.0,3.0,Gomez,241.0,2015-06-20,False,p171287,517,0,0,1,8,0,0,0,1,0,0,0,83,130.4,38.5,58.0,22.8,6,0.33,0.09,0.42,5.38,0,0,0,0,0,0,0,299,108,325,103,265,80,326,107,,,,,,,0.06,0.0,0.02,0.08,0.94,1.39,327,43,678,240,332,106,273,99,1.04,0.17
433,True,True,,,441266,0,0,0,0,0,3,3.0,5.5,2,Ryan,2.0,323,False,,,50,441266.jpg,2.5,False,Gravenberch,0.9,False,,a,12,14,57,232991,790,187148,1589,0.4,11.4,Gravenberch,152.0,2023-09-01,False,p441266,1985,0,2,10,19,0,0,0,5,0,0,1,368,352.4,354.0,77.0,78.5,23,0.86,2.70,3.56,19.33,0,0,0,0,0,0,0,121,45,64,50,242,136,110,67,,,,,,,0.04,0.0,0.12,0.16,0.88,0.86,216,135,175,72,192,80,218,66,1.04,0.45
434,True,True,100.0,25.0,206915,0,0,-2,2,1,3,2.3,1.0,4,Curtis,1.3,324,False,,2025-01-22T14:30:06.682540Z,53,206915.jpg,3.3,False,Jones,0.3,False,,a,12,14,62,161798,179,154748,556,0.2,11.7,Jones,241.0,2018-04-06,False,p206915,919,3,4,3,13,0,0,0,1,0,0,4,265,282.8,187.1,294.0,76.4,10,3.33,0.49,3.82,11.49,0,0,0,0,0,0,0,170,69,148,102,67,43,115,70,,,,,,,0.33,0.0,0.05,0.38,1.13,1.27,148,86,248,116,108,48,321,100,0.98,0.29
435,True,True,,,200720,0,0,-5,5,1,1,1.0,1.5,0,Caoimhin,0.0,325,False,,,40,200720.jpg,4.6,False,Kelleher,1.2,False,,a,12,14,37,717613,879,671453,1769,0.0,9.2,Kelleher,104.0,2016-08-06,False,p200720,720,0,0,3,9,0,1,0,0,0,24,1,127,196.8,0.0,0.0,19.7,8,0.00,0.00,0.00,9.68,0,0,0,0,0,0,0,239,24,538,37,499,23,341,25,,,,,,,0.0,3.0,0.0,0.0,1.21,1.12,624,46,467,49,24,2,192,27,1.0,0.38
436,True,True,100.0,100.0,204716,0,0,2,-2,0,2,4.3,8.1,6,Ibrahima,3.3,326,False,,2024-11-28T10:30:07.514061Z,52,204716.jpg,3.9,False,Konaté,7.1,False,,a,12,14,66,2616011,9836,2188301,2553,0.6,12.7,Konaté,73.0,2021-07-01,False,p204716,1399,1,2,7,12,0,0,0,4,0,0,1,294,357.2,108.5,79.0,54.6,16,1.03,0.71,1.74,14.06,0,0,0,0,0,0,0,119,43,225,58,234,65,191,58,,,,,,,0.07,0.0,0.05,0.12,0.9,0.77,161,19,91,17,59,7,50,16,1.03,0.45
437,True,True,100.0,100.0,244731,0,0,0,0,3,3,2.8,5.1,3,Luis,1.8,327,False,,2025-01-17T11:30:08.018487Z,75,244731.jpg,4.8,False,Díaz,18.1,False,,a,12,14,106,6153011,5716,5300199,34744,0.2,14.1,Luis Díaz,48.0,2022-01-30,False,p244731,1425,8,3,11,11,0,0,0,2,0,0,10,344,422.6,379.9,569.0,137.0,17,6.66,2.07,8.73,13.01,0,0,0,0,0,0,0,76,22,57,44,25,14,30,21,,,,,,,0.42,0.0,0.13,0.55,0.82,0.69,17,11,207,89,19,11,22,7,1.07,0.69
438,True,True,,,118748,0,0,12,-12,9,3,7.0,13.5,16,Mohamed,6.0,328,True,,,137,118748.jpg,10.3,False,Salah,71.4,False,,a,12,14,238,6154439,12451,2168403,1619,0.4,17.4,M.Salah,63.0,2017-07-01,False,p118748,2030,21,13,10,21,0,0,0,1,0,0,39,801,1111.6,698.0,1410.0,321.8,23,17.56,5.78,23.34,20.49,0,0,0,0,0,0,0,1,1,7,6,1,1,1,1,,,,,2.0,,0.78,0.0,0.26,1.04,0.91,0.93,2,1,21,9,1,1,1,1,1.02,0.44
439,True,True,100.0,100.0,243016,0,0,-3,3,1,3,4.3,8.1,2,Alexis,3.3,329,False,,2024-12-05T00:30:08.282606Z,62,243016.jpg,2.9,False,Mac Allister,2.0,False,,a,12,14,63,247916,1000,336415,4495,0.5,10.2,Mac Allister,10.0,2023-06-14,False,p243016,1629,1,4,10,12,0,0,0,6,0,0,2,325,326.0,460.8,242.0,102.7,20,1.93,3.52,5.45,14.17,0,0,0,0,0,0,0,137,51,41,32,88,57,73,48,4.0,,,,,,0.11,0.0,0.19,0.3,0.78,0.66,64,39,92,41,143,61,141,45,1.1,0.55
443,True,True,100.0,100.0,441428,0,0,-6,6,0,2,1.0,1.5,0,Jarell,0.0,333,False,,2024-08-23T09:30:06.099816Z,39,441428.jpg,0.8,False,Quansah,1.3,False,,a,12,14,4,294774,631,747467,1626,0.0,1.0,Quansah,241.0,2021-12-18,False,p441428,225,0,0,0,4,0,0,0,1,0,0,0,22,59.6,4.8,4.0,6.9,2,0.00,0.13,0.13,3.64,0,0,0,0,0,0,0,372,129,428,149,409,143,412,137,,,,,,,0.0,0.0,0.05,0.05,1.46,1.6,727,241,445,135,497,169,180,71,0.8,0.0
445,True,True,,,122798,0,0,-1,1,0,2,3.2,5.9,7,Andrew,2.2,335,False,,,59,122798.jpg,3.0,False,Robertson,4.4,False,,a,12,14,65,1037494,1990,1120079,1920,0.4,11.0,Robertson,243.0,2017-07-21,False,p122798,1648,0,0,8,20,0,0,0,2,1,0,3,313,285.8,518.2,115.0,91.7,20,0.50,3.09,3.59,17.09,0,0,0,0,0,0,0,167,62,29,5,190,42,87,14,2.0,,,,,,0.03,0.0,0.17,0.2,0.93,1.09,77,6,169,50,131,34,84,29,1.09,0.44
446,True,True,100.0,100.0,424876,0,0,-2,2,2,3,4.3,8.1,3,Dominik,3.3,336,False,,2024-12-27T00:30:09.581631Z,63,424876.jpg,3.8,False,Szoboszlai,2.8,False,,a,12,14,80,526130,2315,481224,6001,0.5,12.7,Szoboszlai,98.0,2023-07-02,False,p424876,1453,3,6,8,13,0,0,0,6,0,0,8,354,301.0,488.1,397.0,118.6,16,5.23,3.60,8.83,14.46,0,0,0,0,0,0,0,153,59,32,26,50,31,50,34,5.0,,2.0,,,,0.32,0.0,0.22,0.54,0.9,0.81,54,29,93,42,70,32,108,31,0.99,0.5
447,True,True,100.0,100.0,214285,0,0,-4,4,0,2,2.5,4.5,0,Konstantinos,1.5,337,False,,2024-11-25T09:30:07.571904Z,46,214285.jpg,2.4,False,Tsimikas,0.2,False,,a,12,14,24,37514,120,65764,453,0.3,5.2,Tsimikas,83.0,2020-08-10,False,p214285,337,0,1,2,1,0,0,0,1,0,0,1,116,103.8,106.9,23.0,23.6,3,0.08,1.04,1.12,2.68,0,0,0,0,0,0,0,328,118,230,61,339,111,321,105,3.0,,,,,,0.02,0.0,0.28,0.3,0.72,0.27,351,51,229,65,206,66,345,123,0.8,0.53
448,True,True,,,97032,0,0,4,-4,0,2,3.7,6.9,5,Virgil,2.7,339,False,,,64,97032.jpg,3.9,False,van Dijk,22.7,False,,a,12,14,90,2567653,9674,1752075,9832,0.4,14.1,Virgil,152.0,2018-01-01,False,p97032,2070,1,1,10,21,0,0,0,2,0,0,3,412,518.6,128.9,224.0,87.0,23,1.51,0.65,2.16,20.87,0,0,0,0,0,0,0,33,10,200,50,98,7,96,19,,,3.0,,,,0.07,0.0,0.03,0.1,0.91,0.91,46,2,126,32,63,9,16,6,1.0,0.43
449,True,True,100.0,100.0,223541,0,0,-2,2,0,3,1.3,2.1,0,Federico,0.3,636,False,,2024-12-26T10:30:09.366339Z,68,223541.jpg,1.0,False,Chiesa,0.2,False,,a,12,14,3,49224,172,49286,257,0.0,0.4,Chiesa,106.0,2024-08-29,False,p223541,25,0,0,0,1,0,0,0,0,0,0,0,4,0.8,1.8,15.0,1.7,0,0.16,0.09,0.25,0.80,0,0,0,0,0,0,0,506,237,450,226,366,198,477,224,,,,,,,0.58,0.0,0.32,0.9,2.88,3.6,33,16,371,179,488,230,391,134,0.0,0.0
450,True,True,,,432987,0,0,0,0,0,1,1.0,1.5,0,Vítezslav,0.0,660,False,,,40,432987.jpg,1.0,False,Jaros,0.1,False,,a,12,14,1,35442,9,27762,105,0.0,0.2,Jaros,57.0,2019-07-10,False,p432987,11,0,0,0,0,0,0,0,0,0,1,0,6,8.8,0.0,0.0,0.9,0,0.00,0.00,0.00,0.14,0,0,0,0,0,0,0,465,40,545,40,506,26,487,40,,,,,,,0.0,8.18,0.0,0.0,1.15,0.0,636,49,474,51,420,39,447,63,0.0,0.0
454,True,True,,,500058,0,0,0,0,0,4,1.2,1.9,0,Jayden,0.2,709,False,,,45,500058.jpg,1.0,False,Danns,0.0,False,,a,12,14,1,5861,243,2854,163,0.0,0.2,Danns,241.0,2024-02-20,False,p500058,10,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0,0.00,0.01,0.01,0.45,0,0,0,0,0,0,0,681,57,474,50,659,57,681,57,,,,,,,0.0,0.0,0.09,0.09,4.05,9.0,423,69,404,43,453,46,573,73,0.0,0.0
