ID,Name,Team,Pos,Price,16_pts,17_pts,18_pts,19_pts,20_pts,21_pts,22_pts,23_pts,24_pts,25_pts,26_pts,27_pts,28_pts,29_pts,30_pts,31_pts,32_pts,33_pts,34_pts,35_pts,36_pts,37_pts,38_pts,tba_pts
1,"Fábio Vieira",ARS,MID,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,G.Jesus,ARS,FWD,6.8,1.76488,1.5073,1.63415,1.45938,1.41805,1.53909,1.55355,1.61448,1.39688,1.64836,1.69984,1.46708,1.46355,1.44856,1.57032,1.49285,1.68696,1.47589,1.71728,1.66324,1.18354,1.61223,1.82137,0
3,Gabriel,ARS,DEF,6.2,1.79477,2.6098,2.54345,3.09654,2.81798,2.69855,2.6376,2.87196,2.6696,2.86917,2.71696,2.75987,2.90453,2.75651,2.61914,2.74447,2.6702,2.62215,2.66385,2.72668,2.95623,2.74615,2.86952,0
4,Havertz,ARS,FWD,7.9,2.81506,2.49884,2.7854,2.52285,2.47121,2.69814,2.72117,2.67926,2.54629,2.69964,2.8717,2.51646,2.51586,2.61724,2.72339,2.53057,2.84223,2.53705,2.86136,2.82427,2.22199,2.77638,2.89249,0
5,Hein,ARS,GK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,J.Timber,ARS,DEF,5.6,2.79725,2.91724,2.79871,3.18038,2.87508,2.84075,2.79884,2.97389,2.76162,2.94419,2.91943,2.81331,2.96403,2.89546,2.7577,2.77432,2.83949,2.70293,2.8197,2.90098,2.95772,2.91441,3.00556,0
7,Jorginho,ARS,MID,4.7,1.31095,1.26468,1.2684,1.28602,1.21501,1.25103,1.24266,1.3192,1.17651,1.34476,1.33177,1.23082,1.25645,1.23251,1.23874,1.24848,1.30569,1.19978,1.31261,1.31438,1.13227,1.29911,1.42073,0
8,Kiwior,ARS,DEF,4.8,1.63477,1.81103,1.6582,2.03311,1.79971,1.73717,1.68929,1.8121,1.73112,1.78292,1.73327,1.73468,1.85866,1.80469,1.66354,1.69962,1.68792,1.63539,1.67177,1.74135,1.95062,1.76729,1.76822,0
9,Martinelli,ARS,MID,6.8,2.04961,1.75836,2.04329,1.83469,1.71496,1.93756,1.97236,1.89206,1.7698,1.86794,2.13227,1.72172,1.75962,1.93163,1.90841,1.69589,2.02635,1.73815,1.99328,2.05336,1.54322,2.03462,2.04632,0
10,Nelson,FUL,MID,5,0.15178,0.64657,1.29198,1.75066,1.85454,2.11209,2.12577,1.86332,1.93956,1.95847,1.9494,2.12629,1.95178,1.8748,1.79245,1.78683,1.92775,1.85413,2.28502,1.94765,1.96313,2.0681,1.76571,0
11,Nketiah,CRY,FWD,5.9,1.56248,1.44042,1.55528,1.78266,1.49171,1.78882,1.73549,1.69756,1.61218,1.75173,1.63637,1.58315,1.65041,1.51383,1.96091,1.60088,1.3589,1.6778,1.31334,1.70332,1.56201,1.72514,1.33956,0
12,Nwaneri,ARS,MID,4.5,1.08167,1.02852,1.03571,1.03361,0.97719,1.02232,1.01286,1.05958,0.96205,1.08751,1.08698,0.99195,1.01294,1.00555,1.01245,1.01228,1.06825,0.95941,1.07629,1.0749,0.91542,1.06177,1.14194,0
13,Ødegaard,ARS,MID,8.3,3.79761,3.41803,3.79536,3.60303,3.34375,3.52964,3.62887,3.73773,3.20111,3.59076,3.91842,3.33246,3.4058,3.53576,3.47388,3.19814,3.68617,3.46785,3.59497,3.74161,2.91425,3.71274,4.05684,0
14,Ramsdale,SOU,GK,4.4,0.0367,2.75552,2.66639,3.08798,2.58876,3.55664,3.56932,3.55588,3.21618,3.30148,3.30271,4.13678,4.78007,3.16611,3.22317,4.11684,3.16017,3.78128,3.28642,3.50844,3.67346,3.76096,3.28312,0
15,Raya,ARS,GK,5.6,3.31153,3.91754,3.05847,4.26597,4.13364,3.73032,3.40947,3.81859,3.92389,3.7068,3.45964,3.76841,4.31407,3.70711,3.53611,3.9613,3.36639,3.41373,3.47277,3.55091,4.98229,3.80561,4.49426,0
16,Rice,ARS,MID,6.2,3.18986,3.14244,3.30833,3.33295,3.14715,3.17305,3.22101,3.43201,2.95308,3.36356,3.42889,3.15081,3.20579,3.16357,3.13715,3.08504,3.2907,3.21123,3.24714,3.32452,2.8523,3.29929,3.67345,0
17,Saka,ARS,MID,10.5,4.91775,3.74786,4.91506,4.08045,3.6695,4.41796,4.63967,4.29021,3.8313,3.97803,5.12296,3.62679,3.73756,4.45958,4.31642,3.34836,4.66821,3.92061,4.46438,4.774,2.95853,4.7358,4.77036,0
18,Saliba,ARS,DEF,6.2,3.28791,3.4302,3.27578,3.67745,3.38374,3.32852,3.27403,3.54102,3.22582,3.5548,3.43,3.35271,3.49181,3.33159,3.27067,3.35014,3.38358,3.22464,3.3982,3.42335,3.39298,3.4131,3.64842,0
19,"Smith Rowe",FUL,MID,5.5,2.17888,2.48708,2.31709,2.47833,2.44128,2.518,2.53327,2.3541,2.34198,2.46903,2.44767,2.53168,2.35358,2.37325,2.19156,2.26663,2.32956,2.35602,2.69424,2.34946,2.47412,2.47238,2.23413,0
20,Thomas,ARS,MID,5,2.3686,2.15489,2.26056,2.119,2.02614,2.1741,2.17987,2.163,2.05556,2.18055,2.30714,2.04219,2.0744,2.15703,2.15427,2.05215,2.24914,2.01793,2.24304,2.26541,1.90994,2.24655,2.29206,0
21,Tierney,ARS,DEF,4.3,0.04989,0.05491,0.05068,0.06098,0.05458,0.05248,0.05135,0.05532,0.052,0.05441,0.05276,0.05286,0.0562,0.05431,0.05047,0.05181,0.05129,0.05039,0.05073,0.05277,0.05808,0.05345,0.05452,0
22,Tomiyasu,ARS,DEF,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Trossard,ARS,MID,6.8,2.47677,2.17877,2.47438,2.27917,2.1251,2.33295,2.38614,2.35336,2.10687,2.31661,2.59689,2.13217,2.18044,2.33056,2.29245,2.0942,2.44743,2.15925,2.39632,2.48553,1.901,2.46267,2.5507,0
24,White,ARS,DEF,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Zinchenko,ARS,DEF,4.8,1.05921,1.39803,1.54895,1.78736,1.6137,1.66596,1.63226,1.66055,1.62222,1.65716,1.70687,1.58029,1.66842,1.68542,1.62311,1.5693,1.67512,1.50059,1.67596,1.70544,1.68021,1.70826,1.67243,0
26,"Alex Moreno",NFO,DEF,4.4,0,2.18105,1.94697,1.84964,1.97906,1.94404,1.85333,1.91508,1.90848,1.9929,2.06562,1.89132,1.91234,1.79304,1.86109,2.07889,1.87251,2.13771,1.9182,1.96264,2.04736,2.01641,2.0075,0
27,Archer,SOU,FWD,5,2.06429,2.09961,2.24565,2.12337,2.23211,2.09048,2.09261,2.16738,2.10718,2.21281,2.13202,1.94638,1.80254,2.2646,2.25515,2.03844,2.11506,2.22084,2.12425,2.27558,1.96369,2.11282,1.9635,0
28,Bailey,AVL,MID,6.2,0.1813,0.73257,1.40072,2.2735,2.89787,2.04327,1.85173,2.8298,2.35527,2.70527,2.50376,2.14218,2.27186,2.30744,2.09811,2.64357,2.57269,2.65673,1.93937,2.44799,2.04819,2.49831,2.15384,0
29,Barkley,AVL,MID,5.2,1.86248,1.86334,1.90209,2.03347,2.2601,1.94446,1.78311,2.16209,2.07343,2.07711,2.00491,1.98377,2.02305,1.92777,1.91899,2.11495,2.21822,2.10045,1.82495,2.00456,1.90169,2.02479,1.97187,0
30,Barrenechea,AVL,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Buendia,AVL,MID,5.2,0.83409,0.7981,0.8348,0.87878,1.00444,0.84982,0.7587,0.95012,0.9354,0.90298,0.86339,0.8763,0.90528,0.82047,0.84208,0.92374,1.02099,0.91602,0.7854,0.86262,0.82996,0.87407,0.8716,0
32,Cash,AVL,DEF,4.4,1.71097,1.68652,1.89795,1.65503,1.75565,1.66985,1.97545,1.70214,1.80007,1.63024,1.76964,1.78507,2.01198,1.71712,1.77925,1.66149,1.76236,1.73056,2.00179,1.62448,1.74657,1.69883,1.835,0
33,Dendoncker,AVL,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Diaby,AVL,MID,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"Diego Carlos",AVL,DEF,4.5,1.49586,1.47955,1.65652,1.4317,1.49291,1.46678,1.73771,1.45632,1.54654,1.40125,1.53426,1.55497,1.73398,1.49952,1.5493,1.43091,1.49857,1.49083,1.752,1.41028,1.52681,1.47234,1.59457,0
36,Digne,AVL,DEF,4.7,2.67707,2.60465,2.87078,2.64822,2.88467,2.61713,2.88321,2.77397,2.85115,2.6532,2.75048,2.77413,3.06176,2.64848,2.74134,2.69849,2.88594,2.76379,2.93909,2.59738,2.69156,2.68634,2.82865,0
37,Dobbin,AVL,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Duran,AVL,FWD,5.8,1.43343,1.28165,1.32869,1.44591,1.65021,1.45513,1.11711,1.56249,1.58618,1.4986,1.33232,1.46415,1.42995,1.28369,1.38505,1.55256,1.79609,1.48058,1.16483,1.43955,1.37296,1.41254,1.43048,0
39,Gauci,AVL,GK,4,0.21332,0.22959,0.24324,0.20598,0.20652,0.22556,0.26706,0.20003,0.21641,0.1747,0.21578,0.22275,0.24471,0.22192,0.23639,0.19762,0.25906,0.22197,0.26868,0.20501,0.24203,0.21726,0.24779,0
40,Hause,AVL,DEF,4,3.0E-5,3.0E-5,4.0E-5,3.0E-5,3.0E-5,3.0E-5,4.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,4.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,4.0E-5,3.0E-5,3.0E-5,3.0E-5,4.0E-5,0
41,"Iling Jr",AVL,MID,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Kamara,AVL,MID,5,1.68981,1.61625,1.68339,1.69744,1.85659,1.72341,1.5785,1.7807,1.79941,1.70922,1.67394,1.74589,1.76079,1.62998,1.67864,1.77032,1.91858,1.75014,1.60662,1.68636,1.67049,1.69864,1.7286,0
43,Kesler-Hayden,AVL,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Konsa,AVL,DEF,4.4,2.68944,2.81987,2.89394,2.81668,2.98955,2.67588,2.96048,2.89476,2.78423,2.78176,2.89664,2.79008,3.01235,2.83913,2.74749,2.87947,2.76707,2.9157,2.98462,2.79483,2.72009,2.86224,2.8289,0
45,Maatsen,AVL,DEF,4.6,1.73327,1.68344,1.90811,1.68977,1.83903,1.69262,1.95384,1.76678,1.8513,1.68151,1.79151,1.81379,2.04381,1.72106,1.7966,1.71171,1.84647,1.77559,1.98939,1.65184,1.76031,1.72711,1.8606,0
46,Marschall,AVL,GK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Martinez,AVL,GK,5,3.82487,3.70439,4.29765,3.33148,3.34069,4.01654,4.67237,3.2378,3.8772,2.83691,3.48639,3.97387,4.32393,3.58322,4.19034,3.19925,4.55417,3.5845,4.69924,3.31578,4.27854,3.50977,4.37081,0
48,McGinn,AVL,MID,5.2,2.22197,2.17631,2.1549,2.37776,2.68668,2.15888,1.98035,2.56295,2.39513,2.46339,2.34511,2.23323,2.32577,2.22534,2.18056,2.46638,2.58236,2.46157,2.04902,2.32514,2.14412,2.35616,2.2352,0
49,Mings,AVL,DEF,4.4,0.55536,0.54524,0.60839,0.53659,0.56677,0.5448,0.62954,0.55068,0.58056,0.5293,0.5689,0.57716,0.64074,0.55372,0.57385,0.53943,0.57102,0.5587,0.63689,0.52796,0.56488,0.5492,0.59069,0
50,Nedeljkovic,AVL,DEF,4,0.0644,0.06345,0.07233,0.0611,0.06404,0.06295,0.07631,0.06228,0.06701,0.0596,0.06616,0.06733,0.0762,0.06447,0.06711,0.06102,0.06466,0.06398,0.07704,0.06005,0.06598,0.0631,0.06931,0
51,Olsen,AVL,GK,4.5,0.01335,0.01342,0.01511,0.01203,0.01208,0.01407,0.01651,0.01169,0.01354,0.01019,0.01261,0.01391,0.01521,0.01297,0.01471,0.01154,0.01607,0.01298,0.01661,0.01197,0.01504,0.0127,0.01539,0
52,Pau,AVL,DEF,4.4,2.28697,2.27796,2.48991,2.23103,2.33187,2.25683,2.57813,2.27324,2.36543,2.19218,2.34833,2.37059,2.59745,2.30171,2.35263,2.24668,2.32143,2.31213,2.59953,2.20581,2.32363,2.28146,2.41753,0
53,Ramsey,AVL,MID,5.4,0.02406,1.6614,2.01563,2.0576,2.37763,2.06406,1.91597,2.30075,2.35601,2.21108,2.11406,2.17546,2.28284,2.01354,2.13015,2.224,2.5494,2.21712,1.99109,2.10007,2.08847,2.12653,2.18247,0
54,Rogers,AVL,MID,5.4,2.3801,2.35814,2.42157,2.61932,2.95457,2.42545,2.24508,2.82417,2.68079,2.72259,2.58581,2.50545,2.60668,2.45023,2.45753,2.70689,2.87356,2.70717,2.31829,2.55715,2.4176,2.59189,2.51043,0
55,Sinisalo,AVL,GK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Sousa,AVL,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Tielemans,AVL,MID,5.5,2.94461,2.59036,2.81236,2.78325,3.13654,2.79766,2.57233,2.99742,3.11099,2.88822,2.74165,2.89348,3.01342,2.6026,2.83943,2.88146,3.3458,2.87564,2.6619,2.72123,2.79047,2.75457,2.89992,0
58,Watkins,AVL,FWD,9,2.97572,3.11147,2.74527,3.31161,3.64464,2.86812,2.43819,3.50129,3.03155,3.39673,3.12496,2.87848,2.83321,3.04653,2.77734,3.48677,3.29751,3.36804,2.4981,3.30202,2.76256,3.25722,2.83514,0
59,Aarons,BOU,DEF,4.3,0.27471,0.30337,0.26436,0.30035,0.25824,0.32041,0.31495,0.26953,0.28261,0.28649,0.27459,0.29454,0.32522,0.26753,0.264,0.30172,0.26538,0.29546,0.26256,0.32997,0.26993,0.3332,0.28198,0
60,Adams,BOU,MID,4.9,1.47828,1.37163,1.45596,1.37636,1.45935,1.31469,1.3311,1.45604,1.33197,1.53095,1.48388,1.32914,1.36772,1.44838,1.41725,1.43184,1.38233,1.3799,1.38795,1.24183,1.38886,1.26758,1.5429,0
61,Anthony,BOU,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Brooks,BOU,MID,4.9,1.58487,1.45846,1.54192,1.48732,1.56262,1.39982,1.41915,1.55865,1.39028,1.71404,1.60644,1.42458,1.47655,1.54908,1.52115,1.5669,1.45867,1.48301,1.46407,1.29174,1.47805,1.33389,1.68819,0
63,Christie,BOU,MID,4.9,2.52469,2.28788,2.462,2.33689,2.50402,2.21779,2.2365,2.49839,2.2754,2.65869,2.58203,2.26029,2.3245,2.48785,2.48245,2.44633,2.36769,2.31318,2.37039,2.06201,2.41518,2.12984,2.69201,0
64,Cook,BOU,MID,5,2.44005,2.33594,2.33591,2.35605,2.36895,2.24012,2.2583,2.36328,2.16053,2.66655,2.43642,2.28315,2.34231,2.35359,2.3452,2.4611,2.24488,2.33317,2.24799,2.08954,2.28512,2.15472,2.53548,0
65,"Enes Ünal",BOU,FWD,5.4,1.63313,1.47939,1.64039,1.50761,1.67257,1.34346,1.3827,1.62271,1.35569,1.8386,1.64708,1.43899,1.43229,1.61677,1.56977,1.60869,1.51037,1.51497,1.53212,1.17855,1.49935,1.22537,1.72046,0
66,Faivre,BOU,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,H.Traorè,BOU,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Hill,BOU,DEF,3.9,0.43787,0.48957,0.41927,0.48359,0.40772,0.521,0.51101,0.42836,0.45355,0.45576,0.43699,0.47349,0.52892,0.42477,0.41818,0.48523,0.42155,0.47508,0.41641,0.5397,0.42945,0.54493,0.44983,0
69,Jebbison,BOU,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Kerkez,BOU,DEF,4.6,2.79642,2.68556,2.72413,2.67672,2.69812,2.78916,2.75625,2.75929,2.71335,2.65973,2.81587,2.61332,2.85133,2.74052,2.69119,2.71509,2.66405,2.63854,2.65327,2.81824,2.69707,2.8574,2.91543,0
71,Kluivert,BOU,MID,5.5,2.79618,2.65855,2.17013,2.48689,2.22849,2.2944,2.3076,2.22283,1.96242,3.03617,2.33955,2.38298,2.47171,2.21211,2.23318,2.6661,2.07037,2.40866,2.06929,2.02336,2.14586,2.1563,2.47109,0
72,Mepham,BOU,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Neto,ARS,GK,4.2,0.19261,0.24047,0.17649,0.26254,0.25418,0.21924,0.19882,0.2341,0.23161,0.22705,0.20195,0.23099,0.26564,0.21775,0.20691,0.24329,0.19609,0.20841,0.20289,0.2078,0.30818,0.22398,0.27698,0
74,O.Dango,BOU,MID,5,2.05118,1.99198,2.03419,2.03931,2.06097,1.93248,1.95222,2.05653,1.86692,2.32256,2.11552,1.96733,2.02716,2.04625,2.02259,2.1369,1.94423,2.02501,1.94917,1.79623,1.97155,1.85292,2.20817,0
75,Paulsen,BOU,GK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Philip,BOU,MID,4.8,1.16657,1.12059,1.18433,1.16142,1.20516,1.10061,1.11255,1.20258,1.08778,1.32168,1.23934,1.11948,1.15445,1.19643,1.18349,1.217,1.13453,1.1549,1.13729,1.02376,1.15215,1.05514,1.29567,0
77,Scott,BOU,MID,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Semenyo,BOU,MID,5.7,2.7686,2.14468,2.61012,2.16761,2.66824,2.06799,2.08641,2.6613,2.40648,2.43101,2.77607,2.10088,2.15584,2.65132,2.67522,2.25823,2.51375,2.15437,2.51262,1.94121,2.58862,1.99383,2.90319,0
79,Senesi,BOU,DEF,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Sinisterra,BOU,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Smith,BOU,DEF,4.5,2.20125,2.34094,2.13139,2.31712,2.08354,2.47553,2.43314,2.16666,2.2501,2.20176,2.20249,2.273,2.51052,2.15061,2.11426,2.32532,2.1278,2.28071,2.10854,2.5537,2.15727,2.5767,2.26298,0
82,Solanke,TOT,FWD,7.5,3.17226,2.77329,2.76491,3.23359,3.09323,2.38327,2.81074,3.3412,2.7674,3.06806,2.78838,2.8011,3.16126,2.80416,2.59275,3.32351,2.96351,3.20103,2.41953,2.93265,3.23089,2.63971,3.04276,0
83,Tavernier,BOU,MID,5.5,3.03722,2.90005,2.91323,2.96512,2.9805,2.79472,2.80956,2.97445,2.69109,3.44609,3.11018,2.86936,2.95086,2.96361,2.99966,3.1234,2.809,2.90326,2.80589,2.5583,2.90042,2.6717,3.25434,0
84,Travers,BOU,GK,4.4,0.20598,0.26734,0.20677,0.25574,0.19636,0.26878,0.26262,0.20339,0.22813,0.27916,0.2031,0.25567,0.26748,0.19991,0.18001,0.24574,0.21087,0.24166,0.20927,0.28689,0.2027,0.28862,0.21269,0
85,Zabarnyi,BOU,DEF,4.4,2.59388,2.86624,2.54226,2.84577,2.49294,2.96646,2.93817,2.56911,2.62587,2.78942,2.59827,2.78485,3.01534,2.55221,2.50072,2.87204,2.52067,2.82373,2.50568,3.0157,2.53992,3.03988,2.66283,0
86,Ajer,BRE,DEF,4.4,1.99639,1.62519,1.83563,1.67551,1.78972,1.69298,1.72037,1.83775,1.68256,1.88136,1.80281,1.55164,1.6366,1.80416,1.96104,1.76389,2.05357,1.63271,1.7665,1.58513,1.67654,1.60454,1.84217,0
87,Brierley,BRE,MID,4.5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,2.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,0
88,Collins,BRE,DEF,4.5,2.83053,2.49044,2.63189,2.50525,2.59754,2.52347,2.55574,2.65192,2.53196,2.70089,2.62068,2.40631,2.47437,2.59821,2.78835,2.61555,2.88887,2.47509,2.55623,2.4223,2.42838,2.4413,2.64734,0
89,Damsgaard,BRE,MID,5,2.39661,2.813,2.35492,2.37161,2.7656,2.43433,2.49598,2.39705,2.647,2.54019,2.53621,2.77636,2.69254,2.30628,2.31798,2.64003,2.1342,2.67624,2.35321,2.60863,2.37808,2.6103,2.57065,0
90,Dasilva,BRE,MID,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Flekken,BRE,GK,4.5,4.54264,3.38988,4.34011,3.49194,4.70409,3.88551,3.76724,4.12362,3.69797,4.18707,3.9138,3.28131,3.38006,4.42829,4.4474,3.67575,4.82207,3.52131,3.97461,3.47736,3.62131,3.50262,4.02703,0
92,Henry,BRE,DEF,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Hickey,BRE,DEF,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Janelt,BRE,MID,4.9,1.2365,1.93813,1.88838,2.05871,2.27782,2.08477,2.11456,2.04285,2.21064,2.12981,2.14152,2.30184,2.22286,1.97102,1.98203,2.19529,1.85606,2.22302,2.0036,2.19393,1.99701,2.19036,2.1416,0
95,Jensen,BRE,MID,5.3,0.71513,1.67009,1.9618,2.05847,2.49821,2.14042,2.17443,2.20716,2.28398,2.31586,2.32644,2.38779,2.29778,2.12265,2.1344,2.26659,1.98069,2.29799,2.16236,2.26473,2.16145,2.26069,2.33296,0
96,Ji-soo,BRE,DEF,3.9,4.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,4.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,4.0E-5,3.0E-5,4.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,3.0E-5,0
97,Konak,BRE,MID,4.5,0.24072,0.26007,0.24353,0.23303,0.28779,0.23293,0.23453,0.25574,0.24702,0.26645,0.27199,0.26073,0.244,0.24194,0.24462,0.24254,0.22502,0.24677,0.24711,0.24634,0.23976,0.24475,0.26586,0
98,Lewis-Potter,BRE,MID,5,2.14008,2.44349,2.18843,2.13479,2.57835,2.17588,2.21954,2.24524,2.34281,2.37289,2.37526,2.45398,2.36686,2.15708,2.16952,2.32978,1.99976,2.36145,2.20058,2.31607,2.21321,2.31415,2.39706,0
99,Mbeumo,BRE,MID,7.6,2.89799,3.69255,3.09445,3.10895,3.72509,3.23642,3.35176,3.13691,3.58314,3.37696,3.33103,3.76316,3.69286,3.03201,3.03913,3.59581,2.77011,3.64354,3.09964,3.50921,3.20364,3.52204,3.44749,0
100,Mee,BRE,DEF,4.2,0.81147,0.69963,0.75056,0.70388,0.74291,0.71076,0.72175,0.75442,0.71401,0.7729,0.74497,0.6731,0.69699,0.73839,0.7982,0.74156,0.82871,0.69637,0.72535,0.67847,0.68909,0.68491,0.75772,0
101,Nørgaard,BRE,MID,4.8,1.82222,1.97852,1.89556,1.83406,2.1587,1.84354,1.85971,1.96215,1.93502,2.03133,2.05274,2.01239,1.93023,1.89082,1.90272,1.91514,1.79013,1.93895,1.92028,1.9267,1.89673,1.92037,2.03507,0
102,Onyeka,BRE,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Peart-Harris,BRE,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Pinnock,BRE,DEF,4.5,2.99284,2.59521,2.81088,2.60387,2.83036,2.61657,2.64475,2.84742,2.62774,2.90352,2.83812,2.51774,2.56644,2.77847,2.96073,2.70136,3.03181,2.57177,2.7453,2.52614,2.61124,2.54192,2.8505,0
105,Roerslev,BRE,DEF,4.3,1.43561,1.19721,1.3093,1.22931,1.25749,1.24555,1.26888,1.30734,1.2418,1.33749,1.27409,1.14118,1.20908,1.28558,1.40818,1.30608,1.48805,1.20446,1.25409,1.16483,1.18523,1.18049,1.30658,0
106,Schade,BRE,MID,5.1,2.05114,2.48392,1.80472,1.94636,2.14987,2.00774,2.06834,1.85464,2.21891,1.96495,1.97612,2.34897,2.26327,1.7679,1.78078,2.21081,1.62467,2.24781,1.80819,2.1817,1.80559,2.18294,1.98169,0
107,Thiago,BRE,FWD,5.9,1.54608,1.84111,1.64119,1.5838,2.01839,1.58276,1.58634,1.71375,1.70978,1.80173,1.85258,1.89168,1.72484,1.6304,1.58872,1.63339,1.39618,1.74181,1.68542,1.75632,1.69761,1.73537,1.82616,0
108,Toney,BRE,FWD,7.3,1.42222,1.70304,1.47573,1.47625,1.71466,1.46814,1.53443,1.51173,1.66011,1.52898,1.59241,1.85206,1.64267,1.54098,1.3822,1.61206,1.30316,1.61603,1.58652,1.721,1.41985,1.77209,1.6283,0
109,Valdimarsson,BRE,GK,4,0.24925,0.19762,0.23639,0.20496,0.25906,0.22959,0.22192,0.22275,0.21726,0.22659,0.20939,0.19075,0.19693,0.24202,0.24324,0.21577,0.26706,0.20598,0.21332,0.20345,0.19085,0.205,0.21641,0
110,Wissa,BRE,FWD,6.2,2.32085,3.04694,2.41003,2.59788,2.92518,2.58825,2.58824,2.51206,2.79974,2.62775,2.70522,3.11953,2.81903,2.39405,2.33478,2.66054,2.06787,2.85338,2.47072,2.88737,2.47963,2.84851,2.65844,0
111,Yarmoliuk,BRE,MID,4.4,1.45773,1.68008,1.48358,1.5507,1.70872,1.5451,1.54971,1.55433,1.61503,1.60337,1.63827,1.691,1.59413,1.48006,1.49467,1.58691,1.39515,1.61221,1.50651,1.61547,1.45864,1.60536,1.5963,0
112,Zanka,BRE,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Adingra,BHA,MID,5.3,1.51621,1.49003,1.5255,1.37993,1.34845,1.37972,1.41891,1.53585,1.39246,1.45475,1.6009,1.53974,1.4491,1.31278,1.47387,1.42578,1.65067,1.45915,1.57658,1.52535,1.49549,1.3915,1.42094,0
114,Baker-Boaitey,BHA,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Baleba,BHA,MID,5,1.75701,1.66027,1.73883,1.5439,1.60865,1.51672,1.59463,1.7541,1.56736,1.64936,1.76187,1.74495,1.66706,1.48099,1.65776,1.61529,1.82709,1.61722,1.75306,1.72591,1.65219,1.61019,1.58962,0
116,Barco,BHA,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
