ID,Name,Team,Pos,Price,16_pts,17_pts,18_pts,19_pts,20_pts,21_pts,22_pts,23_pts,24_pts,25_pts,26_pts,27_pts,28_pts,29_pts,30_pts,31_pts,32_pts,33_pts,34_pts,35_pts,36_pts,37_pts,38_pts,tba_pts
344,Carson,MCI,GK,4,0.00678,0.00838,0.00636,0.00698,0.00667,0.00816,0.00636,0.00719,0.0089,0.0074,0.0074,0.00826,0.00711,0.00687,0.00688,0.00826,0.0067,0.00752,0.00656,0.00657,0.00864,0.00686,0.00788,0
345,"De Bruyne",MCI,MID,9.5,3.59105,3.18296,4.0198,3.50529,4.34792,3.5533,3.40931,3.83262,2.77145,4.05442,3.51031,3.34959,3.22108,3.89155,4.59528,3.30709,3.85735,3.03769,3.96607,4.33093,4.07574,4.08652,3.36739,0
346,Doku,MCI,MID,6.2,2.21431,1.9347,2.32505,2.07851,2.42171,2.03864,1.93037,2.1848,1.71933,2.30499,2.05006,1.96446,1.91351,2.21834,2.55059,1.95573,2.25356,1.88618,2.23421,2.42227,2.27715,2.32666,1.97649,0
347,"Ederson M.",MCI,GK,5.4,1.53473,1.99447,1.43106,1.64432,1.51126,1.93865,1.48987,1.63891,2.12453,1.69169,1.6876,1.9652,1.67691,1.55754,1.56681,1.96421,1.51479,1.77872,1.48298,1.48764,2.05851,1.55762,1.86958,0
348,Foden,MCI,MID,9.1,0.75975,1.48453,2.26256,2.44052,2.87124,2.56806,2.46094,2.58033,2.09102,2.71547,2.40581,2.44753,2.37034,2.61724,3.01902,2.42543,2.62569,2.27794,2.64929,2.86621,2.89774,2.73738,2.46069,0
349,Grealish,MCI,MID,6.4,1.93094,2.04161,2.03249,2.22172,2.08638,2.17739,2.06171,1.90411,1.81702,2.00816,1.80965,2.09353,2.03848,1.9348,2.19446,2.08456,1.99432,2.00543,1.9353,2.09213,2.44802,2.02937,2.10838,0
350,Gvardiol,MCI,DEF,6.1,2.64463,2.79545,2.68891,2.69766,2.80075,2.93111,2.49306,2.77451,2.81431,2.79429,2.6883,2.87062,2.59427,2.69053,2.90248,2.73249,2.70836,2.55582,2.68787,2.80506,2.739,2.78269,2.72009,0
351,Haaland,MCI,FWD,14.9,5.00086,3.8392,5.42256,4.5027,5.28482,4.05416,4.09506,4.61368,3.38765,5.05048,4.47916,3.95066,4.09094,4.95116,5.54006,4.07886,5.32998,4.16571,4.89397,5.32777,4.87115,5.18654,4.1325,0
352,J.Alvarez,MCI,FWD,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,"João Cancelo",MCI,DEF,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,Kovačić,MCI,MID,5.4,0.02269,1.70992,2.03413,2.12396,2.12527,2.12575,2.04852,2.01127,1.89182,2.10125,1.9426,2.09869,2.05897,2.03886,2.24694,2.09603,2.10728,2.05649,2.03157,2.16363,2.36594,2.12105,2.11172,0
355,Lewis,MCI,DEF,4.7,0,2.43912,2.03499,2.26271,2.1667,2.56007,2.08523,2.24647,2.5125,2.20064,2.1806,2.50804,2.19716,2.10634,2.23461,2.3464,2.07361,2.15028,2.10939,2.16584,2.26223,2.1681,2.32675,0
356,"Matheus N.",MCI,MID,4.9,2.00258,2.15494,2.26949,2.43624,2.36928,2.39342,2.28119,2.18009,2.04203,2.28547,2.08016,2.31158,2.258,2.21107,2.47923,2.30281,2.26551,2.22538,2.21424,2.37404,2.65719,2.3065,2.32608,0
357,McAtee,MCI,MID,4.6,0.39485,0.36397,0.41884,0.40021,0.4277,0.38524,0.36284,0.39664,0.34311,0.41584,0.38159,0.37692,0.37043,0.40234,0.44738,0.37717,0.41658,0.3746,0.40095,0.42935,0.42081,0.42,0.37928,0
358,"Ortega Moreno",MCI,GK,5.2,1.65178,1.92529,1.54673,1.57549,1.62501,1.87032,1.4214,1.75499,2.05408,1.80698,1.80533,1.89626,1.6076,1.67347,1.67958,1.8951,1.63149,1.70864,1.59835,1.60156,1.99142,1.67286,1.80065,0
359,Phillips,IPS,MID,4.8,0.82317,0.81457,0.72153,0.77801,0.79479,0.78913,0.75115,0.72471,0.82978,0.76693,0.78937,0.79094,0.79932,0.82377,0.76385,0.83491,0.76064,0.75057,0.77083,0.78931,0.81917,0.84046,0.83013,0
360,Rodrigo,MCI,MID,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02675,0
361,Rúben,MCI,DEF,5.4,2.25455,2.61991,2.23026,2.42577,2.34808,2.72481,2.2505,2.44669,2.71878,2.39401,2.39325,2.68303,2.37445,2.30452,2.40831,2.5213,2.27656,2.33693,2.30357,2.34842,2.39435,2.36071,2.49808,0
362,Stones,MCI,DEF,5.3,0.38873,0.92681,1.0704,1.31037,1.31934,1.51948,1.25675,1.34436,1.47725,1.33447,1.30837,1.49022,1.32624,1.27995,1.36448,1.40753,1.28118,1.3101,1.2769,1.32144,1.38296,1.32193,1.39767,0
363,Walker,MCI,DEF,5.2,2.54852,2.88525,2.57028,2.78177,2.68414,3.02543,2.56421,2.70448,2.91109,2.6984,2.6302,2.96424,2.67463,2.59782,2.77263,2.81947,2.60179,2.63754,2.59465,2.68753,2.81799,2.6789,2.80562,0
364,Amad,MUN,MID,5.1,2.2201,2.54383,2.54495,2.51592,2.11465,2.55485,2.43708,2.40976,2.49233,2.39401,2.30997,2.51446,2.20807,2.52274,2.34146,2.24877,2.30356,2.61441,2.29453,2.4763,2.60999,2.284,2.44226,0
365,Antony,MUN,MID,5.7,0.42369,0.51666,0.49479,0.5125,0.41445,0.52128,0.49221,0.4705,0.50772,0.46717,0.45818,0.50944,0.43879,0.49901,0.45674,0.44779,0.45085,0.53569,0.44714,0.48147,0.53424,0.44509,0.49264,0
366,B.Fernandes,MUN,MID,8.5,2.8929,4.02556,3.52125,3.94332,2.60057,3.98451,3.78358,3.19205,3.75678,3.17304,2.89944,4.06184,3.08778,3.32983,3.05757,3.25859,2.97533,4.21339,2.97305,3.35838,4.22899,2.9631,3.85428,0
367,Bayindir,MUN,GK,4.3,0.28729,0.21041,0.23534,0.2265,0.30862,0.18332,0.21048,0.25521,0.20544,0.26668,0.24415,0.17931,0.2092,0.22819,0.23203,0.23391,0.26191,0.20186,0.26071,0.26358,0.20467,0.26793,0.20147,0
368,Casemiro,MUN,MID,4.8,1.39013,1.61908,1.59061,1.60868,1.36923,1.63388,1.56073,1.5213,1.6025,1.51155,1.484,1.59997,1.43656,1.5934,1.48544,1.45583,1.46729,1.66378,1.4598,1.55091,1.65961,1.45304,1.5602,0
369,Dalot,MUN,DEF,5.2,3.15473,2.88518,3.04639,2.90112,3.04324,2.76198,2.79427,3.02974,2.81383,3.18846,2.85405,2.7752,2.765,3.01949,2.89069,2.78305,3.08606,2.89549,2.91097,3.25716,2.88994,3.11029,2.78735,0
370,Eriksen,MUN,MID,5.4,0.89871,0.99263,1.06595,0.98324,0.86687,0.99818,0.95067,1.0008,0.9791,0.99519,0.95289,0.97514,0.87106,1.05105,0.96857,0.88321,0.95301,1.01857,0.94754,1.0334,1.01561,0.94464,0.94982,0
371,Evans,MUN,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,Garnacho,MUN,MID,6.3,2.07964,2.41229,2.38803,2.39855,2.04278,2.43294,2.32682,2.27994,2.39072,2.26772,2.21391,2.38068,2.15123,2.38726,2.22211,2.17764,2.19623,2.47676,2.18292,2.3313,2.47008,2.17587,2.32461,0
373,Hannibal,MUN,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Heaton,MUN,GK,4,0.00896,0.00686,0.00721,0.0074,0.00967,0.00596,0.00687,0.00788,0.0067,0.00826,0.00752,0.00582,0.00683,0.00698,0.00711,0.00765,0.00811,0.00657,0.00807,0.00816,0.00667,0.00831,0.00656,0
375,Højlund,MUN,FWD,6.9,1.87133,2.25795,2.31197,2.21418,1.863,2.37971,2.17793,2.18232,2.3132,2.1004,2.18665,2.23212,2.00744,2.34985,2.16009,2.00435,2.05017,2.315,2.09789,2.15252,2.29975,2.00714,2.15792,0
376,Lindelof,MUN,DEF,4.3,0.56361,0.95398,1.3719,1.44015,1.74976,1.36959,1.45191,1.64467,1.43092,1.7785,1.53003,1.41642,1.49392,1.59591,1.5543,1.50345,1.72386,1.47807,1.58614,1.80874,1.47767,1.75101,1.45036,0
377,Maguire,MUN,DEF,4.9,2.25053,1.84026,1.98889,1.87486,2.15243,1.6768,1.7885,2.0223,1.75012,2.20052,1.85769,1.75145,1.824,1.95205,1.90063,1.84411,2.12357,1.83082,1.94235,2.24525,1.83218,2.16173,1.79121,0
378,Mainoo,MUN,MID,5.2,1.74855,1.97046,1.98075,1.94738,1.70155,1.97903,1.88547,1.89463,1.95337,1.88357,1.8535,1.91934,1.75839,1.99485,1.84656,1.77245,1.82727,2.00699,1.81335,1.93271,1.99888,1.80689,1.87771,0
379,Malacia,MUN,DEF,4.4,0.90325,0.78132,0.82179,0.79219,0.86696,0.72696,0.75956,0.82958,0.74999,0.89177,0.76875,0.74929,0.76375,0.80793,0.7849,0.77158,0.86215,0.78086,0.79825,0.90985,0.78094,0.87505,0.76021,0
380,Martinez,MUN,DEF,4.4,2.57693,2.25621,2.34365,2.28411,2.47247,2.10531,2.19104,2.36574,2.17072,2.54219,2.19429,2.16088,2.20336,2.30501,2.23904,2.22346,2.45847,2.25331,2.27693,2.59312,2.25258,2.49485,2.19103,0
381,McTominay,MUN,MID,4.9,1.67231,1.98659,1.89458,2.02634,1.71314,1.87939,1.86898,1.78041,2.01479,1.77202,1.79709,1.76945,1.73728,1.85404,1.8626,1.74781,1.74759,2.04929,1.82318,1.84139,2.07317,1.76405,1.90452,0
382,Mount,MUN,MID,6.3,1.3957,1.70207,1.71149,1.67799,1.3299,1.70927,1.60531,1.58579,1.65702,1.57388,1.50122,1.67128,1.40565,1.68816,1.52431,1.44071,1.49468,1.76385,1.4834,1.64529,1.75938,1.47671,1.60872,0
383,Onana,MUN,GK,5.2,4.67783,3.36474,3.85359,3.61934,5.01601,2.9359,3.36497,4.169,3.28424,4.35055,3.99529,2.87383,3.3399,3.74138,3.80276,3.73224,4.27584,3.23112,4.25668,4.30078,3.27587,4.37102,3.22308,0
384,Pellistri,MUN,MID,5,0.03429,0.04047,0.03954,0.04179,0.03575,0.03817,0.03791,0.03786,0.0409,0.03752,0.03733,0.03305,0.03455,0.03896,0.03945,0.035,0.03636,0.04177,0.03845,0.03918,0.04318,0.03709,0.03866,0
385,Rashford,MUN,MID,7,1.94705,2.36576,2.20309,2.34258,1.8989,2.3762,2.26682,2.10799,2.32526,2.0962,2.06012,2.33139,2.06676,2.213,2.05631,2.10032,2.03479,2.42956,2.02069,2.15007,2.42409,2.01375,2.26836,0
386,Sancho,CHE,MID,6.2,2.36963,2.04363,2.291,2.18834,2.17838,2.4851,2.58847,1.98551,2.5888,2.1378,2.1319,2.49456,2.72409,1.90157,2.34149,2.30282,2.48489,2.21785,2.46663,2.19276,2.09913,2.30179,2.1399,0
387,Shaw,MUN,DEF,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,Wan-Bissaka,WHU,DEF,4.6,2.58823,2.42581,2.593,2.51302,2.90871,2.38839,2.3859,2.79484,2.81856,2.41336,2.88053,2.54009,2.51872,2.50156,2.64351,2.48281,2.80487,2.31116,2.6252,2.48292,2.69715,2.42912,2.4269,0
389,Zirkzee,MUN,FWD,6.6,1.66578,2.14421,2.12698,2.08443,1.62692,2.26059,2.04258,1.97683,2.1829,1.89196,1.9681,2.10866,1.84175,2.15136,1.94944,1.84394,1.83281,2.19883,1.88267,1.9528,2.18346,1.78892,2.02408,0
390,A.Murphy,NEW,DEF,4,0.00482,0.00455,0.0046,0.00522,0.00563,0.00468,0.00472,0.00488,0.00451,0.00579,0.00459,0.00555,0.00518,0.00449,0.00455,0.00496,0.00446,0.00548,0.00448,0.00505,0.00497,0.00574,0.00437,0
391,Almirón,NEW,MID,5.5,0.85116,0.68977,0.74735,0.71102,0.71128,0.80435,0.78341,0.805,0.7347,0.65422,0.78036,0.64002,0.74759,0.77356,0.77617,0.75753,0.7367,0.68901,0.76655,0.68968,0.73626,0.63866,0.78211,0
392,Barnes,NEW,MID,6.2,2.52361,2.26758,2.33425,2.34594,2.35765,2.52876,2.45016,2.71904,2.29638,2.14861,2.43386,2.06432,2.4883,2.39686,2.42326,2.48279,2.29759,2.28544,2.42721,2.29048,2.31504,2.07346,2.43899,0
393,Botman,NEW,DEF,4.4,0,0,0,0,0,1.9573,2.21791,2.2352,2.17905,2.59921,2.24763,2.50598,2.40311,2.21477,2.23232,2.32573,2.18457,2.49458,2.19748,2.33897,2.35646,2.5744,2.17472,0
394,"Bruno G.",NEW,MID,6.1,3.37121,2.73306,2.99675,2.72186,2.73149,3.17902,3.08365,3.09526,2.90798,2.52135,3.06385,2.43976,2.8642,3.01684,3.05286,2.86212,2.90819,2.65902,3.06962,2.66538,2.92965,2.44737,3.07175,0
395,Burn,NEW,DEF,4.4,2.25506,2.11369,2.1484,2.36748,2.52203,2.19306,2.19847,2.25819,2.10901,2.57156,2.14779,2.477,2.35995,2.10633,2.1331,2.27864,2.08839,2.46061,2.11242,2.30121,2.28445,2.54755,2.06773,0
396,Dúbravka,NEW,GK,4.2,0.20038,0.19816,0.19067,0.25531,0.25543,0.19101,0.19965,0.26668,0.19873,0.27626,0.19135,0.29776,0.23404,0.19471,0.18794,0.21677,0.19717,0.25896,0.16838,0.24386,0.20957,0.27462,0.18446,0
397,Fraser,SOU,MID,4.8,0.97328,0.98839,1.04966,0.997,1.0294,0.98698,0.96534,1.02402,0.94246,1.03663,0.98546,0.94043,0.88044,1.05769,1.03482,0.98645,0.97759,1.04204,0.97396,1.06032,0.92214,0.97746,0.91783,0
398,Gordon,NEW,MID,7.2,3.31994,2.61509,2.87662,2.56308,2.58275,3.10342,2.96568,3.04669,2.74008,2.32078,2.93088,2.19802,2.74595,2.85003,2.92,2.71637,2.73336,2.49792,2.9856,2.50664,2.78866,2.21684,2.93901,0
399,Hall,NEW,DEF,4.4,2.77947,2.59292,2.57591,2.8599,3.00305,2.68338,2.67222,2.8979,2.54404,2.96536,2.63092,2.85603,2.90677,2.5985,2.61251,2.84439,2.53229,2.91448,2.56374,2.76888,2.68275,2.91965,2.56678,0
400,Hayden,NEW,MID,4.4,0.00031,0.00027,0.00028,0.00028,0.00028,0.0003,0.00029,0.00032,0.00028,0.00026,0.00029,0.00025,0.0003,0.00029,0.00029,0.0003,0.00028,0.00027,0.00029,0.00027,0.00028,0.00025,0.00029,0
401,Isak,NEW,FWD,8.6,4.29615,3.31719,3.8802,3.32315,3.22959,4.20298,4.10009,3.91308,3.91727,2.88211,4.162,2.86088,3.53115,4.2116,4.14863,3.63573,3.96804,3.14387,4.03099,3.24577,3.67144,2.81011,4.2746,0
402,J.Murphy,NEW,MID,4.9,2.42276,2.18382,2.25425,2.24965,2.26287,2.44016,2.36168,2.61863,2.21431,2.05904,2.34466,1.97117,2.38994,2.30562,2.33516,2.37713,2.21435,2.19421,2.34713,2.19971,2.23475,1.98255,2.34982,0
403,Joelinton,NEW,MID,6,2.55202,2.3479,2.30904,2.38801,2.38972,2.4442,2.39767,2.66783,2.28293,2.22449,2.3929,2.17637,2.49579,2.3815,2.38243,2.51473,2.28935,2.32855,2.35046,2.33297,2.28055,2.17522,2.39827,0
404,Kelly,NEW,DEF,4.3,0.68268,0.64999,0.65088,0.74011,0.79359,0.66378,0.66835,0.69908,0.64033,0.81212,0.65164,0.78048,0.73641,0.63932,0.64651,0.70913,0.63358,0.77243,0.6362,0.71684,0.6998,0.80465,0.6237,0
405,Krafth,NEW,DEF,4.3,0,0,0,0,0,0.26102,0.31472,0.32206,0.31859,0.40711,0.33428,0.39072,0.36898,0.32769,0.33184,0.35428,0.32519,0.38752,0.32793,0.36017,0.35813,0.40304,0.32067,0
406,Kuol,NEW,MID,4.4,0.00031,0.00027,0.00028,0.00028,0.00028,0.0003,0.00029,0.00032,0.00028,0.00026,0.00029,0.00025,0.0003,0.00029,0.00029,0.0003,0.00028,0.00027,0.00029,0.00027,0.00028,0.00025,0.00029,0
407,Lascelles,NEW,DEF,4.5,0,0,0,0,0,0,0,0.02486,0.82087,1.26182,1.06595,1.20883,1.20699,1.07853,1.09139,1.16295,1.06279,1.25025,1.07745,1.16669,1.16066,1.2849,1.05946,0
408,Lewis,NEW,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Livramento,NEW,DEF,4.5,2.28294,2.15269,2.18525,2.4263,2.59464,2.22484,2.23775,2.29318,2.15085,2.65718,2.18541,2.55624,2.41261,2.14587,2.16976,2.32243,2.12951,2.53112,2.14098,2.3574,2.3361,2.63332,2.09897,0
410,Longstaff,NEW,MID,4.7,2.25499,1.92244,2.03037,1.98062,1.9833,2.17382,2.1235,2.23572,2.00532,1.83157,2.11649,1.78796,2.0794,2.10078,2.10623,2.09826,2.01045,1.92575,2.08128,1.92793,2.00812,1.7869,2.12094,0
411,Miley,NEW,MID,5,0.00784,0.00682,0.00707,0.00699,0.007,0.00754,0.00738,0.00787,0.00699,0.00649,0.00736,0.00633,0.00733,0.00731,0.00732,0.00739,0.00701,0.00681,0.00724,0.00682,0.007,0.00633,0.00737,0
412,Odysseas,NEW,GK,4.3,0.00695,0.00693,0.00662,0.00882,0.00883,0.00663,0.00692,0.00921,0.00689,0.00951,0.00664,0.01022,0.00812,0.00675,0.00653,0.00754,0.00684,0.00894,0.00588,0.00844,0.00725,0.00946,0.00641,0
413,Pope,NEW,GK,5,3.48225,3.18084,3.32834,4.08043,4.08258,3.33426,3.4698,4.26276,3.45475,4.40927,3.33897,4.74701,3.7465,3.39144,3.28521,3.47351,3.43001,4.13776,2.97752,3.89998,3.62585,4.38267,3.23036,0
414,Ruddy,NEW,GK,4,0.00688,0.00636,0.00656,0.00826,0.00826,0.00657,0.00686,0.00864,0.00683,0.00896,0.00659,0.00967,0.00755,0.0067,0.00647,0.00698,0.00678,0.00838,0.00582,0.00788,0.00719,0.0089,0.00636,0
415,Schär,NEW,DEF,5.4,2.39961,2.27918,2.28166,2.54516,2.70975,2.33292,2.33982,2.45405,2.24433,2.74915,2.28832,2.64252,2.5464,2.2479,2.27234,2.45823,2.22401,2.64076,2.24372,2.47269,2.42394,2.71829,2.20536,0
416,Targett,NEW,DEF,4,0.00817,0.00769,0.00779,0.00881,0.00951,0.00793,0.00799,0.00825,0.00765,0.00978,0.00778,0.00936,0.00875,0.00761,0.00771,0.00837,0.00756,0.00925,0.0076,0.00853,0.00841,0.00968,0.00742,0
417,Tonali,NEW,MID,5.5,1.89207,1.63131,1.66509,1.67945,1.6819,1.7965,1.75497,1.93471,1.64743,1.52992,1.75098,1.48664,1.7783,1.74212,1.74075,1.79766,1.65391,1.62423,1.70613,1.62652,1.64494,1.48539,1.7553,0
418,Trippier,NEW,DEF,5.6,2.52921,2.01754,2.24775,2.16831,2.23902,2.41377,2.36453,2.33661,2.21934,2.13322,2.34987,2.05306,2.24856,2.33064,2.33504,2.22609,2.22291,2.16431,2.29172,2.09642,2.25011,2.084,2.33995,0
419,White,NEW,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,Willock,NEW,MID,4.8,1.49189,1.34039,1.33212,1.38871,1.39264,1.44363,1.4101,1.62088,1.32215,1.25689,1.40701,1.21341,1.47825,1.40022,1.39855,1.48935,1.32759,1.3424,1.36917,1.34465,1.31982,1.21443,1.41049,0
421,Wilson,NEW,FWD,6.9,2.00366,1.68217,1.73955,1.66434,1.60507,1.91674,1.85656,2.07357,1.75259,1.36655,1.88769,1.34438,1.80902,1.90993,1.88054,1.87226,1.77882,1.54618,1.8237,1.61335,1.62491,1.31332,1.94772,0
422,Aina,NFO,DEF,4.9,2.81389,3.16614,2.86852,2.79195,2.94914,2.83837,2.80814,2.83872,2.82341,2.94783,3.01342,2.79706,2.80912,2.68761,2.78357,3.02188,2.82552,3.10544,2.86469,2.92152,3.02173,2.99615,2.91205,0
423,Anderson,NFO,MID,5,2.59076,2.18204,2.59946,2.09729,2.26357,2.47493,2.75554,2.0622,2.62884,2.15703,2.07477,2.38876,2.43047,2.09148,2.58377,2.08192,2.73194,2.14349,2.71215,2.14828,2.93488,2.25024,2.58942,0
424,Awoniyi,NFO,FWD,5.5,1.31475,1.33767,1.29193,1.35732,1.4715,1.17484,1.49186,1.28232,1.32024,1.35589,1.24132,1.17562,1.17287,1.346,1.33589,1.23871,1.46278,1.28563,1.41156,1.3642,1.50227,1.44845,1.21706,0
425,Boly,NFO,DEF,4.2,0.08882,0.10795,0.0912,0.09218,0.0975,0.09222,0.08489,0.09524,0.08889,0.09877,0.10281,0.09034,0.09099,0.08859,0.08686,0.10328,0.08614,0.10606,0.08874,0.09747,0.09352,0.09959,0.09451,0
426,Bowler,NFO,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,C.Miguel,NFO,GK,4.2,0.20162,0.26377,0.22189,0.24433,0.23552,0.22647,0.18345,0.2609,0.21064,0.2554,0.26211,0.20936,0.23408,0.20986,0.20803,0.27036,0.19542,0.26688,0.19889,0.24163,0.21138,0.24564,0.22043,0
428,"Da Silva Moreira",NFO,MID,4.4,0.38615,0.40446,0.39093,0.39373,0.41621,0.3721,0.41479,0.38004,0.3915,0.39857,0.38398,0.36843,0.36908,0.37742,0.39003,0.38232,0.4123,0.39567,0.40868,0.40048,0.43667,0.41685,0.38515,0
429,Danilo,NFO,MID,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Dennis,NFO,FWD,4.9,0.00082,0.00084,0.00081,0.00085,0.00092,0.00074,0.00092,0.00081,0.00083,0.00085,0.00078,0.00074,0.00074,0.00085,0.00083,0.00078,0.0009,0.00081,0.00088,0.00085,0.00093,0.0009,0.00077,0
431,Dominguez,NFO,MID,4.8,1.6189,1.63183,1.6347,1.60883,1.66291,1.56301,1.71745,1.54851,1.63018,1.61027,1.56401,1.55734,1.55528,1.52307,1.6294,1.55208,1.70907,1.59928,1.69508,1.62426,1.78987,1.67153,1.606,0
432,Elanga,NFO,MID,5.1,2.27707,2.26537,2.23802,2.08058,2.31999,2.09589,2.36479,2.06652,2.24864,2.18099,2.07868,1.99781,2.0462,2.13139,2.19556,2.0993,2.34175,2.16868,2.32604,2.15599,2.55911,2.2923,2.21694,0
433,Gibbs-White,NFO,MID,6.3,2.53867,2.52305,2.54326,2.32347,2.64137,2.39695,2.71026,2.33327,2.58458,2.46684,2.34163,2.25982,2.32993,2.44126,2.50962,2.37746,2.68085,2.45332,2.66417,2.42377,2.95059,2.59655,2.54881,0
434,Hudson-Odoi,NFO,MID,5.4,2.15241,2.21959,2.17065,2.13275,2.28518,2.08336,2.27545,2.10394,2.18303,2.18901,2.11536,2.03692,2.05765,2.1323,2.15905,2.12281,2.26112,2.17765,2.24738,2.17987,2.39471,2.27238,2.15707,0
435,Mighten,NFO,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Murillo,NFO,DEF,4.6,2.68348,3.14424,2.74446,2.78033,2.92284,2.7366,2.65083,2.826,2.69466,2.93021,3.00271,2.69919,2.70944,2.66651,2.65454,3.00906,2.67356,3.09034,2.72109,2.90623,2.85818,2.97309,2.80038,0
437,N.Williams,NFO,DEF,4.3,1.28906,1.66476,1.33101,1.36453,1.45602,1.36789,1.1821,1.43404,1.28453,1.49051,1.57692,1.33007,1.34436,1.30993,1.24285,1.58809,1.20943,1.63286,1.2657,1.46331,1.34139,1.49491,1.40465,0
438,O.Richards,NFO,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,O'Brien,NFO,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Omobamidele,NFO,DEF,4.3,0.02164,0.02619,0.02218,0.02215,0.02359,0.02244,0.02057,0.02301,0.02162,0.02388,0.02488,0.02189,0.0221,0.02146,0.02107,0.02504,0.02088,0.0257,0.02154,0.02351,0.02278,0.02407,0.02304,0
441,Panzo,NFO,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Sangaré,NFO,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,Sels,NFO,GK,4.7,3.12179,4.06214,3.44177,3.75047,3.61666,3.51374,2.83476,4.01375,3.26414,3.92828,4.03274,3.24279,3.63384,3.20988,3.22259,4.1641,3.02372,4.10969,3.07853,3.70959,3.27687,3.77555,3.4188,0
444,Toffolo,NFO,DEF,4.3,0.05294,0.06664,0.05454,0.05497,0.0585,0.05603,0.04867,0.05783,0.05277,0.05992,0.06335,0.05445,0.05507,0.05312,0.05108,0.06383,0.04973,0.06547,0.05194,0.0588,0.0549,0.05997,0.05748,0
445,Turner,CRY,GK,4,0.23488,0.20017,0.24051,0.17399,0.21098,0.20788,0.22508,0.18943,0.24628,0.18596,0.23492,0.19214,0.16991,0.24173,0.25755,0.20119,0.26716,0.20107,0.26555,0.19283,0.24639,0.19244,0.2886,0
446,Ui-jo,NFO,FWD,4.5,0.01766,0.01934,0.01827,0.01927,0.02083,0.01632,0.01906,0.01934,0.01783,0.01844,0.01671,0.01564,0.0153,0.01736,0.01923,0.0194,0.02124,0.01755,0.01871,0.01883,0.02037,0.01963,0.01746,0
447,Wood,NFO,FWD,6.5,2.652,2.57895,2.61508,2.60957,2.76246,2.44595,2.9074,2.50434,2.65793,2.60477,2.44766,2.44614,2.44266,2.58995,2.68012,2.44311,2.86502,2.5075,2.79063,2.6174,2.92374,2.73159,2.50803,0
448,Worrall,NFO,DEF,4.5,0.01012,0.01098,0.01048,0.01009,0.0108,0.01029,0.00954,0.01078,0.00999,0.01089,0.01204,0.01028,0.01039,0.01019,0.01023,0.012,0.01003,0.01167,0.01015,0.01148,0.01052,0.01092,0.01064,0
449,Yates,NFO,MID,4.9,2.0085,1.98305,2.04278,1.96764,2.02973,1.97331,2.13589,1.90702,2.04378,1.97238,1.92258,1.96849,1.96579,1.88427,2.04379,1.91142,2.12695,1.96073,2.11175,1.98546,2.20903,2.03724,2.01728,0
450,Alcaraz,SOU,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,Amo-Ameyaw,SOU,MID,4.4,0.34188,0.3444,0.36293,0.34282,0.35366,0.33931,0.33124,0.35181,0.3233,0.35642,0.33754,0.32206,0.29946,0.36438,0.35544,0.33924,0.33477,0.35989,0.33313,0.36632,0.31385,0.33525,0.31205,0
452,Aribo,SOU,MID,4.9,2.26516,2.17486,2.31591,2.05622,2.18048,2.04838,2.0094,2.18183,1.99914,2.20293,2.10628,1.9632,1.83629,2.269,2.1635,2.05184,2.10826,2.15653,2.06507,2.17206,1.93933,2.00587,1.90524,0
453,Armstrong,SOU,FWD,5.1,1.72285,1.6872,1.85361,1.69913,1.83724,1.66752,1.66931,1.7723,1.68465,1.81799,1.73657,1.52681,1.38536,1.87045,1.86008,1.61714,1.7197,1.79535,1.72847,1.84796,1.56655,1.68792,1.56602,0
454,Bazunu,SOU,GK,4.3,0,0,0,0,0,0,0,0,0,0.00276,0.00332,0.00422,0.00513,0.02404,0.02447,0.03176,0.024,0.02924,0.02495,0.02718,0.02786,0.02908,0.02492,0
